Passage_ID,Novel,Text,Allusion_Type,Biblical_Source,Allusion_Function,Confidence_Level,Analysis_Notes,Annotator,Timestamp,label
1286,Song of Solomon (1977),Ruth,Character_Reference,Ruth,Characterization,90,,Batemmy,2025-12-07T04:56:44.943Z,1
1221,Beloved (1987),Paul,Character_Reference,Paul,Characterization,85,,Batemmy,2025-12-07T04:46:30.903Z,1
1419,Tar Baby (1981),Gideon,Character_Reference,Gideon,Characterization,85,,Batemmy,2025-12-07T05:16:50.339Z,1
405,Song of Solomon (1977),lot,No_Allusion,Lot,,100,,Batemmy,2025-12-05T02:55:27.311Z,0
1268,Song of Solomon (1977),Solomon,Character_Reference,Solomon,Characterization,85,,Batemmy,2025-12-07T04:54:38.975Z,1
874,The Bluest Eye (1970),mark,No_Allusion,Mark,,90,,Batemmy,2025-12-06T06:23:46.835Z,0
1066,Song of Solomon (1977),Grace,Character_Reference,Grace,Characterization,80,,Batemmy,2025-12-07T04:20:16.610Z,1
1451,Song of Solomon (1977),Hagar,Character_Reference,Hagar,Characterization,85,,Batemmy,2025-12-07T05:20:47.564Z,1
1199,Song of Solomon (1977),Hagar,Character_Reference,Hagar,Characterization,70,,Batemmy,2025-12-07T04:43:25.326Z,1
647,Song of Solomon (1977),Pilate,Character_Reference,Pilate,Characterization,70,,Batemmy,2025-12-05T22:44:33.272Z,1
1077,Song of Solomon (1977),Ruth,Character_Reference,Ruth,Characterization,90,,Batemmy,2025-12-07T04:21:37.381Z,1
326,Sula (1973),Jude,Character_Reference,Jude,Characterization,90,,Temitayo,2025-12-07T07:10:39.904Z,1
1288,Paradise (1998),Zechariah,Character_Reference,Zechariah,Characterization,90,,Batemmy,2025-12-07T04:57:13.083Z,1
1144,Sula (1973),job,No_Allusion,Job,,90,,Batemmy,2025-12-07T04:32:17.295Z,0
1359,Song of Solomon (1977),Hagar,Character_Reference,Hagar,Characterization,85,,Batemmy,2025-12-07T05:08:43.645Z,1
826,Sula (1973),Jude,Character_Reference,Jude,Characterization,90,,Batemmy,2025-12-06T06:14:42.232Z,1
643,Song of Solomon (1977),Hagar,Character_Reference,Hagar,Characterization,85,,Batemmy,2025-12-05T22:44:02.063Z,1
1156,Song of Solomon (1977),Ruth,Character_Reference,Ruth,Characterization,90,,Batemmy,2025-12-07T04:38:03.042Z,1
298,Paradise (1998),lot,No_Allusion,Lot,,70,,Temitayo,2025-12-07T07:16:38.937Z,0
1121,Paradise (1998),Peter,Character_Reference,Peter,Characterization,85,,Batemmy,2025-12-07T04:28:53.332Z,1
867,Tar Baby (1981),hope,No_Allusion,Hope,Thematic_Development,80,,Batemmy,2025-12-06T06:22:44.995Z,0
848,Beloved (1987),salvation,Thematic_Reference,Salvation,Thematic_Development,80,,Batemmy,2025-12-06T06:19:14.338Z,1
225,Jazz (1992),job,No_Allusion,Job,,90,,Temitayo,2025-12-07T06:05:52.249Z,0
1396,The Bluest Eye (1970),lot,No_Allusion,Lot,,70,,Batemmy,2025-12-07T05:13:49.642Z,0
1371,Beloved (1987),Paul,Character_Reference,Paul,Characterization,85,,Batemmy,2025-12-07T05:10:13.644Z,1
505,Song of Solomon (1977),Pilate,Character_Reference,Pilate,Characterization,70,,Batemmy,2025-12-05T21:22:29.698Z,1
533,Sula (1973),Jude,Character_Reference,Jude,Characterization,90,,Batemmy,2025-12-05T21:54:08.468Z,1
1192,Tar Baby (1981),hope,No_Allusion,Hope,,80,,Batemmy,2025-12-07T04:42:34.197Z,0
544,Song of Solomon (1977),Ruth,Character_Reference,Ruth,Characterization,90,,Batemmy,2025-12-05T22:06:09.576Z,1
917,Sula (1973),lot,No_Allusion,Lot,,70,,Batemmy,2025-12-06T06:33:23.461Z,0
1252,Song of Solomon (1977),Solomon,Character_Reference,Solomon,Characterization,85,,Batemmy,2025-12-07T04:51:44.648Z,1
1111,Beloved (1987),Paul,Character_Reference,Paul,Characterization,85,,Batemmy,2025-12-07T04:25:47.657Z,1
812,Paradise (1998),Jude,Character_Reference,Jude,Characterization,90,,Batemmy,2025-12-06T06:12:06.136Z,1
1080,Paradise (1998),Mary,Character_Reference,Mary,Characterization,85,,Batemmy,2025-12-07T04:21:57.744Z,1
1422,Song of Solomon (1977),Hagar,Character_Reference,Hagar,Characterization,85,,Batemmy,2025-12-07T05:17:07.107Z,1
1181,Tar Baby (1981),Gideon,Character_Reference,Gideon,Characterization,70,,Batemmy,2025-12-07T04:40:58.448Z,1
1444,Song of Solomon (1977),Ruth,Character_Reference,Ruth,Characterization,90,,Batemmy,2025-12-07T05:19:52.778Z,1
385,Paradise (1998),Jesus,Character_Reference,Jesus,Characterization,85,,Batemmy,2025-12-05T02:46:29.637Z,1
539,Song of Solomon (1977),Hagar,Character_Reference,Hagar,Characterization,85,,Batemmy,2025-12-05T22:05:09.892Z,1
1225,Song of Solomon (1977),Ruth,Character_Reference,Ruth,Characterization,90,,Batemmy,2025-12-07T04:47:09.368Z,1
508,Sula (1973),Jude,Character_Reference,Jude,Characterization,90,,Batemmy,2025-12-05T21:39:31.293Z,1
339,Beloved (1987),Lot,Structural_Echo,Lot,Thematic_Development,76,,Temitayo,2025-12-07T07:15:32.230Z,1
604,Tar Baby (1981),lot,No_Allusion,Lot,,70,,Batemmy,2025-12-05T22:23:45.223Z,0
327,Song of Solomon (1977),Pilate,Character_Reference,Pilate,Characterization,81,,Temitayo,2025-12-07T07:10:59.454Z,1
216,Paradise (1998),Esther,Character_Reference,Esther,Thematic_Development,90,,Temitayo,2025-12-07T06:07:59.511Z,1
1343,Paradise (1998),Calvary,Thematic_Reference,Calvary,,70,,Batemmy,2025-12-07T05:05:44.166Z,1
1278,Song of Solomon (1977),Hagar,Character_Reference,Hagar,Characterization,70,,Batemmy,2025-12-07T04:55:48.887Z,1
843,Song of Solomon (1977),Hagar,Character_Reference,Hagar,Characterization,70,,Batemmy,2025-12-06T06:18:12.437Z,1
192,Song of Solomon (1977),Pilate,Character_Reference,Pilate,Characterization,70,,JM,2025-12-07T06:18:45.975Z,1
1055,Jazz (1992),job,No_Allusion,Job,,90,,Batemmy,2025-12-07T04:18:53.936Z,0
1081,Song of Solomon (1977),Ruth,Character_Reference,Ruth,Characterization,90,,Batemmy,2025-12-07T04:22:03.720Z,1
1342,The Bluest Eye (1970),Jesus,Character_Reference,Jesus,Characterization,85,,Batemmy,2025-12-07T05:05:30.763Z,1
855,Song of Solomon (1977),Solomon,Character_Reference,Solomon,Characterization,85,,Batemmy,2025-12-06T06:20:47.684Z,1
1270,Song of Solomon (1977),Jesus,Character_Reference,Jesus,Characterization,85,,Batemmy,2025-12-07T04:54:55.726Z,1
887,Sula (1973),mark,No_Allusion,Mark,,90,,Batemmy,2025-12-06T06:25:50.792Z,0
1133,A Mercy (2008),Jacob,Character_Reference,Jacob,Characterization,85,,Batemmy,2025-12-07T04:30:40.368Z,1
1145,Beloved (1987),Paul,Character_Reference,Paul,Characterization,85,,Batemmy,2025-12-07T04:32:28.935Z,1
1322,Beloved (1987),ROMANS 9:25,Direct_Quote,Romans 9:25,Thematic_Development,95,,Batemmy,2025-12-07T05:02:54.505Z,1
1235,Tar Baby (1981),Gideon,Character_Reference,Gideon,Characterization,70,,Batemmy,2025-12-07T04:48:30.095Z,1
1240,A Mercy (2008),Jacob,Character_Reference,Jacob,Characterization,85,,Batemmy,2025-12-07T04:49:15.976Z,1
545,Song of Solomon (1977),Ruth,Character_Reference,Ruth,Characterization,90,,Batemmy,2025-12-05T22:06:20.122Z,1
1446,Song of Solomon (1977),Pilate,Character_Reference,Pilate,Characterization,70,,Batemmy,2025-12-07T05:20:04.488Z,1
393,Song of Solomon (1977),Solomon,Character_Reference,Solomon,Characterization,85,,Batemmy,2025-12-05T02:47:43.485Z,1
866,Tar Baby (1981),Gideon,Character_Reference,Gideon,Characterization,85,,Batemmy,2025-12-06T06:22:08.829Z,1
1303,Song of Solomon (1977),Ruth,Character_Reference,Ruth,Characterization,90,,Batemmy,2025-12-07T04:59:49.427Z,1
543,Song of Solomon (1977),lot,No_Allusion,Lot,,70,,Batemmy,2025-12-05T22:05:58.963Z,0
616,Song of Solomon (1977),Ruth,Character_Reference,Ruth,Characterization,90,,Batemmy,2025-12-05T22:30:48.027Z,1
381,Song of Solomon (1977),Solomon,Character_Reference,Solomon,Characterization,85,,Batemmy,2025-12-05T02:45:27.983Z,1
427,Sula (1973),Jesus,Character_Reference,Jesus,Characterization,85,,Batemmy,2025-12-05T03:01:01.269Z,1
1264,Song of Solomon (1977),Hagar,Character_Reference,Hagar,Characterization,85,,Batemmy,2025-12-07T04:53:59.838Z,1
1083,Beloved (1987),Paul,Character_Reference,Paul,Characterization,85,,Batemmy,2025-12-07T04:22:16.804Z,1
1215,Song of Solomon (1977),job,No_Allusion,Job,,90,,Batemmy,2025-12-07T04:45:45.522Z,0
295,Song of Solomon (1977),Hagar,Character_Reference,Hagar,Characterization,85,,Temitayo,2025-12-07T07:16:03.224Z,1
1399,Paradise (1998),Mary,Character_Reference,Mary,Characterization,85,,Batemmy,2025-12-07T05:14:09.997Z,1
1398,A Mercy (2008),Jacob,Character_Reference,Jacob,Characterization,85,,Batemmy,2025-12-07T05:14:04.913Z,1
1190,Song of Solomon (1977),Hagar,Character_Reference,Hagar,Characterization,85,,Batemmy,2025-12-07T04:42:19.334Z,1
1050,Song of Solomon (1977),Jesus,Character_Reference,Jesus,Characterization,85,,Batemmy,2025-12-07T04:18:17.528Z,1
1082,Paradise (1998),Mary,Character_Reference,Mary,Characterization,85,,Batemmy,2025-12-07T04:22:10.863Z,1
1129,Sula (1973),Jude,Character_Reference,Jude,Characterization,90,,Batemmy,2025-12-07T04:30:13.920Z,1
916,Paradise (1998),Grace,Character_Reference,Grace,Characterization,80,,Batemmy,2025-12-06T06:32:15.682Z,1
1146,Song of Solomon (1977),Hagar,Character_Reference,Hagar,Characterization,85,,Batemmy,2025-12-07T04:32:35.507Z,1
1497,Beloved (1987),Jesus,Character_Reference,Jesus,Characterization,85,,Batemmy,2025-12-07T05:27:58.864Z,1
1402,Tar Baby (1981),acts,No_Allusion,Acts,,90,,Batemmy,2025-12-07T05:14:31.052Z,0
1153,Jazz (1992),mark,No_Allusion,Mark,,90,,Batemmy,2025-12-07T04:37:36.693Z,0
1242,Paradise (1998),Grace,Character_Reference,Grace,Characterization,80,,Batemmy,2025-12-07T04:49:44.089Z,1
316,Tar Baby (1981),Gideon,Character_Reference,Gideon,Characterization,85,,Temitayo,2025-12-07T09:05:41.914Z,1
1346,Tar Baby (1981),job,No_Allusion,Job,,90,,Batemmy,2025-12-07T05:06:31.670Z,0
642,Song of Solomon (1977),Pilate,Character_Reference,Pilate,Characterization,70,,Batemmy,2025-12-05T22:43:54.855Z,1
586,Song of Solomon (1977),Pilate,Character_Reference,Pilate,Characterization,70,,Batemmy,2025-12-05T22:19:13.059Z,1
1467,Tar Baby (1981),Gideon,Character_Reference,Gideon,Characterization,85,,Batemmy,2025-12-07T05:23:18.455Z,1
862,Beloved (1987),Paul,Character_Reference,Paul,Characterization,85,,Batemmy,2025-12-06T06:21:36.992Z,1
1353,Tar Baby (1981),Gideon,Character_Reference,Gideon,Characterization,85,,Batemmy,2025-12-07T05:07:17.985Z,1
1159,Song of Solomon (1977),Pilate,Character_Reference,Pilate,Characterization,70,,Batemmy,2025-12-07T04:38:23.081Z,1
1338,Song of Solomon (1977),Jesus,Character_Reference,Jesus,Characterization,85,,Batemmy,2025-12-07T05:04:51.453Z,1
1423,Song of Solomon (1977),Pilate,Character_Reference,Pilate,Characterization,70,,Batemmy,2025-12-07T05:17:13.213Z,1
1037,Song of Solomon (1977),Hagar,Character_Reference,Hagar,Characterization,85,,Batemmy,2025-12-07T04:14:41.471Z,1
1062,The Bluest Eye (1970),Mary,Character_Reference,Mary,Characterization,85,,Batemmy,2025-12-07T04:19:45.097Z,1
376,Paradise (1998),Calvary,Thematic_Reference,Calvary,Thematic_Development,70,,Batemmy,2025-12-05T02:44:27.999Z,1
1227,Song of Solomon (1977),Pilate,Character_Reference,Pilate,Characterization,70,,Batemmy,2025-12-07T04:47:22.040Z,1
309,Song of Solomon (1977),Pilate,Character_Reference,Pilate,Characterization,85,,Temitayo,2025-12-07T07:23:25.702Z,1
1401,The Bluest Eye (1970),Micah,Character_Reference,Micah,Characterization,90,,Batemmy,2025-12-07T05:14:27.061Z,1
1358,Song of Solomon (1977),numbers,No_Allusion,Numbers,,90,,Batemmy,2025-12-07T05:08:36.710Z,0
1511,The Bluest Eye (1970),Mary,Character_Reference,Mary,Characterization,85,,Batemmy,2025-12-07T05:29:39.424Z,1
1158,Song of Solomon (1977),hope,No_Allusion,Hope,,80,,Batemmy,2025-12-07T04:38:15.679Z,0
1357,The Bluest Eye (1970),numbers,No_Allusion,Numbers,,90,,Batemmy,2025-12-07T05:08:20.424Z,0
1385,Song of Solomon (1977),Pilate,Character_Reference,Pilate,Characterization,70,,Batemmy,2025-12-07T05:11:56.978Z,1
617,Song of Solomon (1977),Magdalene,Character_Reference,Magdalene,Characterization,85,,Batemmy,2025-12-05T22:31:07.076Z,1
1103,Song of Solomon (1977),Hagar,Character_Reference,Hagar,Characterization,85,,Batemmy,2025-12-07T04:24:41.026Z,1
892,Song of Solomon (1977),Pilate,Character_Reference,Pilate,Characterization,70,,Batemmy,2025-12-06T06:26:27.146Z,1
1255,Song of Solomon (1977),Pilate,Character_Reference,Pilate,Characterization,85,,Batemmy,2025-12-07T04:52:51.691Z,1
1108,Beloved (1987),Paul,Character_Reference,Paul,Characterization,85,,Batemmy,2025-12-07T04:25:17.750Z,1
201,The Bluest Eye (1970),Jesus,Thematic_Reference,Jesus,Thematic_Development,90,,Temitayo,2025-12-07T06:12:27.228Z,1
831,Paradise (1998),John,Character_Reference,John,Characterization,90,,Batemmy,2025-12-06T06:15:59.063Z,1
1206,Paradise (1998),Eve,Character_Reference,Eve,Characterization,70,,Batemmy,2025-12-07T04:44:23.372Z,1
580,Paradise (1998),Peter,Character_Reference,Peter,Characterization,85,,Batemmy,2025-12-05T22:17:39.553Z,1
1499,A Mercy (2008),Jacob,Character_Reference,Jacob,Characterization,85,,Batemmy,2025-12-07T05:28:12.071Z,1
863,Beloved (1987),Paul,Character_Reference,Paul,Characterization,85,,Batemmy,2025-12-06T06:21:42.528Z,1
1326,Song of Solomon (1977),Pilate,Character_Reference,Pilate,Characterization,85,,Batemmy,2025-12-07T05:03:25.070Z,1
1340,Song of Solomon (1977),Pilate,Character_Reference,Pilate,Characterization,70,,Batemmy,2025-12-07T05:05:18.616Z,1
1226,Sula (1973),Jude,Character_Reference,Jude,Characterization,90,,Batemmy,2025-12-07T04:47:14.994Z,1
1447,Paradise (1998),Aaron,Character_Reference,Aaron,Characterization,85,,Batemmy,2025-12-07T05:20:09.872Z,1
1269,Song of Solomon (1977),Pilate,Character_Reference,Pilate,Characterization,70,,Batemmy,2025-12-07T04:54:50.338Z,1
300,Song of Solomon (1977),John,Thematic_Reference,John,Narrative_Structure,90,,Temitayo,2025-12-07T07:17:36.222Z,1
400,Song of Solomon (1977),Ruth,Character_Reference,Ruth,Characterization,90,,Batemmy,2025-12-05T02:54:23.287Z,1
189,Paradise (1998),Esther,Character_Reference,Esther,Characterization,90,,JM,2025-12-07T06:18:04.886Z,1
1475,Song of Solomon (1977),Ruth,Character_Reference,Ruth,Characterization,90,,Batemmy,2025-12-07T05:24:29.595Z,1
542,Song of Solomon (1977),Pilate,Character_Reference,Pilate,Characterization,70,,Batemmy,2025-12-05T22:05:51.254Z,1
1172,Song of Solomon (1977),Ruth,Character_Reference,Ruth,Characterization,90,,Batemmy,2025-12-07T04:39:50.782Z,1
1387,Paradise (1998),Grace,Thematic_Reference,Grace,Thematic_Development,80,,Batemmy,2025-12-07T05:12:26.315Z,1
857,Sula (1973),job,No_Allusion,Job,,90,,Batemmy,2025-12-06T06:20:57.983Z,0
1142,A Mercy (2008),Jacob,Character_Reference,Jacob,Characterization,85,,Batemmy,2025-12-07T04:31:53.309Z,1
903,Song of Solomon (1977),Pilate,Character_Reference,Pilate,Characterization,70,,Batemmy,2025-12-06T06:28:36.100Z,1
879,Beloved (1987),Paul,Character_Reference,Paul,Characterization,85,,Batemmy,2025-12-06T06:24:23.435Z,1
1351,Song of Solomon (1977),Pilate,Character_Reference,Pilate,Characterization,85,,Batemmy,2025-12-07T05:07:05.235Z,1
1267,Beloved (1987),Paul,Character_Reference,Paul,Characterization,85,,Batemmy,2025-12-07T04:54:25.391Z,1
531,Song of Solomon (1977),Ruth,Character_Reference,Ruth,Characterization,90,,Batemmy,2025-12-05T21:53:46.923Z,1
841,Song of Solomon (1977),Esther,Character_Reference,Esther,Characterization,90,,Batemmy,2025-12-06T06:17:57.202Z,1
1411,Paradise (1998),lot,No_Allusion,Lot,,70,,Batemmy,2025-12-07T05:15:37.264Z,0
842,A Mercy (2008),Judith,Character_Reference,Judith,Characterization,85,,Batemmy,2025-12-06T06:18:06.380Z,1
1366,Song of Solomon (1977),Solomon,Character_Reference,Solomon,Characterization,85,,Batemmy,2025-12-07T05:09:43.551Z,1
1096,Paradise (1998),numbers,No_Allusion,Numbers,,90,,Batemmy,2025-12-07T04:23:53.587Z,0
1330,Song of Solomon (1977),Pilate,Character_Reference,Pilate,Characterization,85,,Batemmy,2025-12-07T05:03:59.368Z,1
1063,Beloved (1987),Paul,Character_Reference,Paul,Characterization,85,,Batemmy,2025-12-07T04:19:51.652Z,1
1162,Song of Solomon (1977),Pilate,Character_Reference,Pilate,Characterization,70,,Batemmy,2025-12-07T04:38:45.373Z,1
1491,Sula (1973),Grace,Character_Reference,Grace,Characterization,80,,Batemmy,2025-12-07T05:27:00.982Z,1
1349,Beloved (1987),Paul,Character_Reference,Paul,Characterization,85,,Batemmy,2025-12-07T05:06:52.349Z,1
390,Paradise (1998),John,No_Allusion,John,,90,,Batemmy,2025-12-05T02:47:14.356Z,0
1331,Song of Solomon (1977),Hagar,Character_Reference,Hagar,Characterization,85,,Batemmy,2025-12-07T05:04:08.475Z,1
1460,Song of Solomon (1977),Hagar,Character_Reference,Hagar,Characterization,85,,Batemmy,2025-12-07T05:22:19.225Z,1
650,Song of Solomon (1977),Pilate,Character_Reference,Pilate,Characterization,85,,Batemmy,2025-12-05T22:45:01.743Z,1
854,Song of Solomon (1977),Pilate,Character_Reference,Pilate,Characterization,70,,Batemmy,2025-12-06T06:20:40.497Z,1
420,Beloved (1987),Paul,Character_Reference,Paul,Characterization,85,,Batemmy,2025-12-05T02:59:05.692Z,1
535,The Bluest Eye (1970),job,No_Allusion,Job,,90,,Batemmy,2025-12-05T21:54:22.594Z,0
1329,A Mercy (2008),Jacob,Character_Reference,Jacob,Characterization,85,,Batemmy,2025-12-07T05:03:54.539Z,1
600,Paradise (1998),Aaron,Character_Reference,Aaron,Characterization,85,,Batemmy,2025-12-05T22:22:37.170Z,1
1361,Beloved (1987),Jesus,Character_Reference,Jesus,Characterization,85,,Batemmy,2025-12-07T05:08:58.902Z,1
1204,Paradise (1998),grace,Thematic_Reference,Grace,Spiritual_Dimension,80,,Batemmy,2025-12-07T04:44:11.055Z,1
351,Paradise (1998),James,Character_Reference,James,Characterization,72,,Temitayo,2025-12-07T07:04:04.965Z,1
1173,Jazz (1992),job,No_Allusion,Job,,90,,Batemmy,2025-12-07T04:40:05.370Z,0
431,Tar Baby (1981),Gideon,Character_Reference,Gideon,Characterization,70,,Batemmy,2025-12-05T03:01:39.499Z,1
392,The Bluest Eye (1970),Mary,Character_Reference,Mary,Characterization,85,,Batemmy,2025-12-05T02:47:34.334Z,1
1084,A Mercy (2008),hope,No_Allusion,Hope,,80,,Batemmy,2025-12-07T04:22:23.097Z,0
1070,Song of Solomon (1977),Saul,Character_Reference,Saul,Characterization,85,,Batemmy,2025-12-07T04:20:43.337Z,1
217,Paradise (1998),Matthew,Thematic_Reference,Matthew,Thematic_Development,90,,Temitayo,2025-12-07T06:08:10.345Z,1
1518,A Mercy (2008),Jacob,Character_Reference,Jacob,Characterization,85,,Batemmy,2025-12-07T05:30:39.578Z,1
337,Paradise (1998),Zechariah,Character_Reference,Zechariah,Characterization,90,,Temitayo,2025-12-07T07:14:22.350Z,1
549,Beloved (1987),hope,No_Allusion,Hope,,80,,Batemmy,2025-12-05T22:07:03.984Z,0
211,Paradise (1998),faith,Thematic_Reference,Faith,Thematic_Development,80,,Temitayo,2025-12-07T06:08:53.860Z,1
1042,Song of Solomon (1977),Ruth,Character_Reference,Ruth,Characterization,90,,Batemmy,2025-12-07T04:15:23.374Z,1
1216,Song of Solomon (1977),Jesus,Character_Reference,Jesus,Characterization,85,,Batemmy,2025-12-07T04:45:50.472Z,1
913,Song of Solomon (1977),Jesus,Character_Reference,Jesus,Characterization,85,,Batemmy,2025-12-06T06:31:00.971Z,1
607,Beloved (1987),Paul,Character_Reference,Paul,Characterization,85,,Batemmy,2025-12-05T22:27:44.771Z,1
1140,A Mercy (2008),Job,Character_Reference,Job,Characterization,90,,Batemmy,2025-12-07T04:31:35.075Z,1
835,Song of Solomon (1977),Pilate,Character_Reference,Pilate,Characterization,70,,Batemmy,2025-12-06T06:17:14.917Z,1
1327,Song of Solomon (1977),Grace,Character_Reference,Grace,Characterization,80,,Batemmy,2025-12-07T05:03:42.387Z,1
569,Beloved (1987),Lot,Character_Reference,Lot,Characterization,100,,Batemmy,2025-12-05T22:14:05.655Z,1
321,Song of Solomon (1977),Pilate,Character_Reference,Pilate,Characterization,85,,Temitayo,2025-12-07T07:08:43.575Z,1
1335,The Bluest Eye (1970),Mary,Character_Reference,Mary,Characterization,85,,Batemmy,2025-12-07T05:04:34.600Z,1
422,Song of Solomon (1977),Pilate,Character_Reference,Pilate,Characterization,85,,Batemmy,2025-12-05T02:59:35.028Z,1
204,Paradise (1998),Calvary,Thematic_Reference,Calvary,Thematic_Development,80,,Temitayo,2025-12-07T06:11:03.738Z,1
1231,Song of Solomon (1977),Solomon,Character_Reference,Solomon,Characterization,85,,Batemmy,2025-12-07T04:48:11.826Z,1
802,Tar Baby (1981),Paul,Character_Reference,Paul,Characterization,85,,Batemmy,2025-12-06T06:10:24.178Z,1
1138,A Mercy (2008),Jacob,Character_Reference,Jacob,Characterization,85,,Batemmy,2025-12-07T04:31:11.238Z,1
850,A Mercy (2008),Jacob,Character_Reference,Jacob,Characterization,85,,Batemmy,2025-12-06T06:19:34.546Z,1
852,Paradise (1998),Zechariah,Character_Reference,Zechariah,Characterization,90,,Batemmy,2025-12-06T06:19:50.046Z,1
1381,Beloved (1987),Paul,Character_Reference,Paul,Characterization,85,,Batemmy,2025-12-07T05:11:26.338Z,1
915,Beloved (1987),Paul,Character_Reference,Paul,Characterization,85,,Batemmy,2025-12-06T06:31:51.585Z,1
379,Beloved (1987),Paul,Character_Reference,Paul,Characterization,85,,Batemmy,2025-12-05T02:44:57.637Z,1
649,Jazz (1992),acts,No_Allusion,Acts,,90,,Batemmy,2025-12-05T22:44:54.519Z,0
1487,Paradise (1998),Mary,Character_Reference,Mary,Characterization,85,,Batemmy,2025-12-07T05:26:03.839Z,1
