novel_title,allusion_text,start_pos,end_pos,allusion_type,confidence,biblical_source,context
Beloved (1987),Paul,30405,30409,character_reference,0.85,Paul,cuits in. As she raised up from the heat she felt Paul D behind her and his hands under her breasts. She
Beloved (1987),Paul,33118,33122,character_reference,0.85,Paul,room. The pulse of red light hadn't come back and Paul D had not trembled since 1856 and then for eighty
Beloved (1987),Paul,33797,33801,character_reference,0.85,Paul,"vague smile on her lips. ""God damn it! Hush up!"" Paul D was shouting, falling, reaching for anchor. ""Le"
Beloved (1987),Paul,34231,34235,character_reference,0.85,Paul,"!"" The quaking slowed to an occasional lurch, but Paul D did not stop whipping the table around until ev"
Beloved (1987),Paul,34528,34532,character_reference,0.85,Paul,"chest. The three of them, Sethe, Denver, I 9 and Paul D, breathed to the same beat, like one tired pers"
Beloved (1987),Paul,36229,36233,character_reference,0.85,Paul,"T QUITE in a hurry, but losing no time, Sethe and Paul D climbed the white stairs. Overwhelmed as much b"
Beloved (1987),Paul,36382,36386,character_reference,0.85,Paul,"in it as by the certainty of giving her his sex, Paul D dropped twenty-five years from his recent memor"
Beloved (1987),Paul,37770,37774,character_reference,0.85,Paul,"ad turned from him. Out of the corner of his eye, Paul D saw the float of her breasts and disliked it, t"
Beloved (1987),Paul,40286,40290,character_reference,0.85,Paul,"and the ""tree"" lying next to him didn't compare. Paul D looked through the window above his feet and fo"
Beloved (1987),lot,43334,43337,character_reference,0.7,Lot,"? Well now, that's somebody."" It made sense for a lot of reasons because in all of Baby's life, as well"
Beloved (1987),Paul,45077,45081,character_reference,0.85,Paul,"ch but changed her mind. She did not want to call Paul D's attention back to her, so she settled for cro"
Beloved (1987),Paul,45153,45157,character_reference,0.85,Paul,"her, so she settled for crossing her ankles. But Paul D noticed the movement as well as the change in h"
Beloved (1987),Paul,47726,47730,character_reference,0.85,Paul,"itself on his indigo behind. He told the story to Paul F, Halle, Paul A and Paul D in the peculiar way t"
Beloved (1987),Paul,47741,47745,character_reference,0.85,Paul,"ndigo behind. He told the story to Paul F, Halle, Paul A and Paul D in the peculiar way that made them c"
Beloved (1987),Paul,47752,47756,character_reference,0.85,Paul,"d. He told the story to Paul F, Halle, Paul A and Paul D in the peculiar way that made them cry-laugh. S"
Beloved (1987),Paul,48320,48324,character_reference,0.85,Paul,the. Nothing could be as good as the sex with her Paul D had been imagining off and on for twenty-five y
Beloved (1987),Paul,51372,51376,character_reference,0.85,Paul,"she managed not to laugh aloud. The jump, thought Paul D, from a calf to a girl wasn't all that mighty."
Beloved (1987),Paul,52070,52074,character_reference,0.85,Paul,The water running over their heads made it worse. Paul D sighed and turned over. Sethe took the opportun
Beloved (1987),Paul,52184,52188,character_reference,0.7,Paul,"rded by his movement to shift as well. Looking at Paul D's back, she remembered that some of the corn st"
Beloved (1987),Paul,52605,52609,character_reference,0.85,Paul,ner could not doubt was the fault of the raccoon. Paul F wanted his roasted; Paul A wanted his boiled an
Beloved (1987),Paul,52632,52636,character_reference,0.85,Paul,fault of the raccoon. Paul F wanted his roasted; Paul A wanted his boiled and now Paul D couldn't remem
Beloved (1987),Paul,52665,52669,character_reference,0.85,Paul,ted his roasted; Paul A wanted his boiled and now Paul D couldn't remember how finally they'd cooked tho
Beloved (1987),salvation,55099,55108,thematic_reference,0.8,Salvation,"he live green walls, she felt ripe and clear, and salvation was as easy as a wish. Once when she was in the b"
Beloved (1987),Paul,55188,55192,character_reference,0.85,Paul,"hen she was in the boxwood, an autumn long before Paul D moved into the house with her mother, she was m"
Beloved (1987),Seth,59316,59320,character_reference,0.7,Seth,"d of cooing women each of whom was called Ma'am. ""Seth-thuh."" ""Ma'am."" ""Hold on to the baby."" ""Yes, Ma'a"
Beloved (1987),Seth,59375,59379,character_reference,0.7,Seth,"."" ""Ma'am."" ""Hold on to the baby."" ""Yes, Ma'am.' ""Seth-thuh."" ""Ma'am."" """" ""Get some kindlin in here."" 3"
Beloved (1987),Jesus,62547,62552,character_reference,0.85,Jesus,"tender tongue. ""Them the feet you running on? My Jesus my."" She squatted down and stared at Sethe's feet"
Beloved (1987),Paul,70889,70893,character_reference,0.85,Paul,"ner passed. The men could have done it, even with Paul F sold. But it was like Halle said. She didn't wa"
Beloved (1987),lot,71238,71241,character_reference,0.7,Lot,"alked soft and spit in handkerchiefs. Gentle in a lot of ways. You know, the kind who know Jesus by His"
Beloved (1987),Jesus,71279,71284,character_reference,0.85,Jesus,"tle in a lot of ways. You know, the kind who know Jesus by His first name, but out of politeness never us"
Beloved (1987),Paul,72366,72370,character_reference,0.85,Paul,"ve plans."" Whatever they were or might have been, Paul D messed them up for good. With a table and a lou"
Beloved (1987),Paul,73384,73388,character_reference,0.85,Paul,"had given little thought to the white dress until Paul D came, and then she remembered Denver's interpre"
Beloved (1987),Paul,73492,73496,character_reference,0.85,Paul,"on: plans. The morning after the first night with Paul D, Sethe smiled just thinking about what the word"
Beloved (1987),Paul,73908,73912,character_reference,0.85,Paul,"ak- ing more. Yet the morning she woke up next to Paul D, the word her daughter had used a few years ago"
Beloved (1987),Paul,77045,77049,character_reference,0.85,Paul,"ere was no room for any other thing or body until Paul D arrived and broke up the place, making room, sh"
Beloved (1987),Paul,77235,77239,character_reference,0.85,Paul,"o, kneeling in the keeping room the morning after Paul D came, she was distracted by the two orange squa"
Beloved (1987),Paul,81777,81781,character_reference,0.85,Paul,"g with me. Rats bit everything in there but her."" Paul D turned away. He wanted to know more about it, b"
Beloved (1987),Paul,82325,82329,character_reference,0.85,Paul,"ving was simply not that other one. The fact that Paul D had come out of ""that other one"" into her bed w"
Beloved (1987),job,82516,82519,thematic_reference,0.9,Job,"beginning to stroke her mind. As for Denver, the job Sethe had of keeping her from the past that was s"
Beloved (1987),Paul,82829,82833,character_reference,0.85,Paul,interference and on the third day flat-out asked Paul D how long he was going to hang around. The phras
Beloved (1987),Paul,83025,83029,character_reference,0.85,Paul,"ping boards toward the front door. ""Hang around?"" Paul D didn't even look at the mess he had made. ""Denv"
Beloved (1987),Paul,83172,83176,character_reference,0.85,Paul,"er daughter, feeling more embarrassed than angry. Paul D scratched the hair on his chin. ""Maybe I should"
Beloved (1987),Paul,83661,83665,character_reference,0.85,Paul,and more bread to the heap she was carrying away. Paul D leaned over to wipe the spilled coffee with his
Beloved (1987),Paul,83977,83981,character_reference,0.85,Paul,"another cupful, and set it carefully before him. Paul D touched its rim but didn't say anything-as thou"
Beloved (1987),Paul,84298,84302,character_reference,0.85,Paul,"ld have to do it. ""I didn't train her like that."" Paul D stroked the rim of the cup. ""And I'm as surpris"
Beloved (1987),Paul,84394,84398,character_reference,0.85,Paul,"surprised by her manners as you are hurt by em.' Paul D looked at Sethe. ""Is there history to her quest"
Beloved (1987),Jesus,84735,84740,character_reference,0.85,Jesus,"u know what I mean."" ""I do and I don't like it."" ""Jesus,"" he whispered. ""Who?"" Sethe was getting loud aga"
Beloved (1987),Jesus,84795,84800,character_reference,0.85,Jesus,"whispered. ""Who?"" Sethe was getting loud again. ""Jesus! I said Jesus! All I did was sit down for supper!"
Beloved (1987),Jesus,84809,84814,character_reference,0.85,Jesus,"ho?"" Sethe was getting loud again. ""Jesus! I said Jesus! All I did was sit down for supper! and I get cus"
Beloved (1987),Paul,85246,85250,character_reference,0.85,Paul,"a question that's on your mind too?"" ""Oh no. No, Paul D. Oh no."" ""Then she's of one mind and you anothe"
Beloved (1987),Paul,85471,85475,character_reference,0.85,Paul,"hastise her. You leave her alone."" Risky, thought Paul D, very risky. For a used-to-be-slave woman to lo"
Beloved (1987),acts,86157,86161,thematic_reference,0.9,Acts,"ean a thing."" ""It means she has to take it if she acts up. You can't protect her every minute. What's go"
Beloved (1987),Paul,86384,86388,character_reference,0.85,Paul,"rough,"" he said. ""I quit."" ""That's the way it is, Paul D. I can't explain it to you no better than that,"
Beloved (1987),Paul,89069,89073,character_reference,0.85,Paul,"Bodwin, the whitewoman who loved her. Denver and Paul D fared better in the heat since neither felt the"
Beloved (1987),Paul,89213,89217,character_reference,0.85,Paul,"ver's bonnet knocked against her shoulder blades; Paul D wore his vest open, no jacket and his shirt sle"
Beloved (1987),Paul,90064,90068,character_reference,0.85,Paul,"'head. Try and make me happy."" The happy one was Paul D. He said howdy to everybody within twenty feet."
Beloved (1987),Paul,90381,90385,character_reference,0.85,Paul,r forehead or stooped to retie her shoes; whether Paul D kicked a stone or reached over to meddle a chil
Beloved (1987),Paul,91504,91508,character_reference,0.85,Paul,"creaking down the road's dusty center. All, like Paul D, were in high spirits, which the smell of dying"
Beloved (1987),Paul,91571,91575,character_reference,0.85,Paul,"igh spirits, which the smell of dying roses (that Paul D called to everybody's attention) could not damp"
Beloved (1987),lot,92581,92584,character_reference,0.7,Lot,"le of themselves. So, although the carnival was a lot less than mediocre (which is why it agreed to a C"
Beloved (1987),Paul,93406,93410,character_reference,0.85,Paul,eased her enough to consider the possibility that Paul D wasn't all that bad. In fact there was somethin
Beloved (1987),Paul,93747,93751,character_reference,0.85,Paul,"pparently, able to withstand sharing the pleasure Paul D was having. He slapped his knees when Giant dan"
Beloved (1987),Paul,94087,94091,character_reference,0.85,Paul,"African Savage shook his bars 49 and said wa wa, Paul D told everybody he knew him back in Roanoke. Pau"
Beloved (1987),Paul,94138,94142,character_reference,0.85,Paul,aul D told everybody he knew him back in Roanoke. Paul D made a few acquaintances; spoke to them about w
Beloved (1987),Paul,96220,96224,character_reference,0.85,Paul,"full in the face, so that when Sethe, Denver and Paul D rounded the curve in the road all they saw was"
Beloved (1987),Paul,97168,97172,character_reference,0.85,Paul,ing womb and there was no stopping now. She hoped Paul D wouldn't take it upon himself to come looking f
Beloved (1987),Paul,97536,97540,character_reference,0.7,Paul,"he porch. No one was there. All three were inside-Paul D and Denver standing before the stranger, watchi"
Beloved (1987),Paul,97660,97664,character_reference,0.85,Paul,"er cup of water. ""She said she was thirsty,"" said Paul D. He took off his cap. ""Mighty thirsty look like"
Beloved (1987),Paul,98830,98834,character_reference,0.85,Paul,"ck up the shoes. ""What might your name be?"" asked Paul D. ""Beloved,"" she said, and her voice was so low"
Beloved (1987),Paul,99012,99016,character_reference,0.85,Paul,"he name. ""Beloved. You use a last name, Beloved?"" Paul D asked her. ""Last?"" She seemed puzzled. Then ""No"
Beloved (1987),Paul,99209,99213,character_reference,0.85,Paul,hem. Sethe dropped the shoes; Denver sat down and Paul D smiled. He recognized the careful enunciation o
Beloved (1987),Paul,101141,101145,character_reference,0.85,Paul,"neath the major question, each harbored another. Paul D wondered at the newness of her shoes. Sethe was"
Beloved (1987),Paul,101766,101770,character_reference,0.85,Paul,"Be- loved had fallen asleep again. ""Miss. Miss."" Paul D shook her gently. ""You want to lay down a spell"
Beloved (1987),job,101917,101920,thematic_reference,0.9,Job,"her soft new feet which, barely capable of their job, slowly bore her to the keeping room. Once there,"
Beloved (1987),Paul,102152,102156,character_reference,0.85,Paul,"ng like a steam engine. ""Sounds like croup,"" said Paul D, closing the door. ""Is she feverish? Denver, co"
Beloved (1987),Paul,102314,102318,character_reference,0.85,Paul,"from hot to cold."" ""Could have the cholera,"" said Paul D. ""Reckon?"" ""All that water. Sure sign.' 99 ""Poo"
Beloved (1987),Paul,102909,102913,character_reference,0.85,Paul,"secretly, after Sethe went to the restaurant and Paul D went scrounging for barges to help unload. She"
Beloved (1987),Paul,104247,104251,character_reference,0.7,Paul,"holera.” ""You sure that's it? Was just a hunch of Paul D's."" ""I don't know, but she shouldn't eat anyway"
Beloved (1987),Paul,105953,105957,character_reference,0.85,Paul,"een sucked away. Denver laughed, Sethe smiled and Paul D said it made him sick to his stomach. Sethe bel"
Beloved (1987),Paul,106680,106684,character_reference,0.85,Paul,"ck alone. ""You just gonna feed her? From now on?"" Paul D, feeling un- generous, and surprised by it, hea"
Beloved (1987),Paul,106933,106937,character_reference,0.85,Paul,"lumbar to me."" ""Something funny 'bout that gal,"" Paul D said, mostly to himself. ""Funny how?"" ""Acts sic"
Beloved (1987),Acts,106979,106983,thematic_reference,0.9,Acts,"l,"" Paul D said, mostly to himself. ""Funny how?"" ""Acts sick, sounds sick, but she don't look sick. Good"
Beloved (1987),Paul,107404,107408,character_reference,0.85,Paul,"sing the porch and stuck her head in the window. ""Paul D says you and him saw Beloved pick up the rockin"
Beloved (1987),Paul,107619,107623,character_reference,0.85,Paul,"ven when she held a steady gaze as she did now on Paul D. ""No,"" she said. ""I didn't see no such thing."""
Beloved (1987),Paul,107673,107677,character_reference,0.85,Paul,"D. ""No,"" she said. ""I didn't see no such thing."" Paul D frowned but said nothing. If there had been an"
Beloved (1987),Paul,109123,109127,character_reference,0.85,Paul,d sooner. Sethe was leaving for work in the dark; Paul D was walking home in it. On one such evening dar
Beloved (1987),Paul,110556,110560,character_reference,0.85,Paul,"eplies or rambling incomplete reveries. Even with Paul D, who had shared some of it and to whom she coul"
Beloved (1987),job,115961,115964,thematic_reference,0.9,Job,"ack in rice and I sucked from another woman whose job it was. So to answer you, no. I reckon not. She n"
Beloved (1987),mark,116461,116465,thematic_reference,0.9,Mark,"is,' and she pointed. 'I am the only one got this mark now. The rest dead. If something happens to me an"
Beloved (1987),mark,116571,116575,thematic_reference,0.9,Mark,"can't tell me by my face, you can know me by this mark.' Scared me so. All I could think of was how impo"
Beloved (1987),Mark,116833,116837,thematic_reference,0.9,Mark,"'But how will you know me? How will you know me? Mark me, too,' I said. 'Mark the mark on me too.'"" Set"
Beloved (1987),Mark,116857,116861,thematic_reference,0.9,Mark,"me? How will you know me? Mark me, too,' I said. 'Mark the mark on me too.'"" Sethe chuckled. ""Did she?"""
Beloved (1987),mark,116866,116870,thematic_reference,0.9,Mark,"ill you know me? Mark me, too,' I said. 'Mark the mark on me too.'"" Sethe chuckled. ""Did she?"" asked Den"
Beloved (1987),mark,117007,117011,thematic_reference,0.9,Mark,"?"" ""I didn't understand it then. Not till I had a mark of my own."" ""What happened to her?"" ""Hung. By the"
Beloved (1987),Jesus,117319,117324,character_reference,0.85,Jesus,"into stars and the smell infuriated them. ""Oh, my Jesus,"" she said and stood up so suddenly the comb she"
Beloved (1987),lot,118112,118115,character_reference,0.7,Lot,"randmother she knew. ""I never found out. It was a lot of them,"" she said, but what was getting clear an"
Beloved (1987),mark,118322,118326,thematic_reference,0.9,Mark,"away from the pile before she could make out the mark. Nan was the one she knew best, who was around al"
Beloved (1987),Paul,119944,119948,character_reference,0.85,Paul,"onely daughter. They seemed little and far away. ""Paul D be here in a minute,"" she said. Denver sighed w"
Beloved (1987),Paul,120792,120796,character_reference,0.85,Paul,rrings. How did she know? BELOVED WAS shining and Paul D didn't like it. Women did what strawberry plant
Beloved (1987),Paul,121129,121133,character_reference,0.85,Paul,"y. That's how Beloved looked- gilded and shining. Paul D took to having Sethe on waking, so that later,"
Beloved (1987),Paul,121551,121555,character_reference,0.85,Paul,"men could, when one of their number was aroused. Paul D looked carefully at Beloved to see if she was a"
Beloved (1987),Paul,121919,121923,character_reference,0.85,Paul,sleep on the stump. They were seated at the table Paul D had broken the day he arrived at 124. Its mende
Beloved (1987),Paul,122337,122341,character_reference,0.85,Paul,"hat took hold of her as she looked at Sethe, made Paul D speak. 65 ""Ain't you got no brothers or sisters"
Beloved (1987),Paul,123359,123363,character_reference,0.85,Paul,"ou walked so long why don't your shoes show it?"" ""Paul D, stop picking on her."" ""I want to know,"" he sai"
Beloved (1987),Paul,123700,123704,character_reference,0.85,Paul,"shoes,"" and got a smile from Beloved as a reward. Paul D had the feeling a large, silver fish had slippe"
Beloved (1987),Paul,126610,126614,character_reference,0.85,Paul,"t table, chewing on his after-supper broom straw, Paul D decided to place her. Consult with the Negroes"
Beloved (1987),Paul,127585,127589,character_reference,0.85,Paul,their talks easier there: at night when Sethe and Paul D were asleep; or in the daytime before either ca
Beloved (1987),Paul,127916,127920,character_reference,0.85,Paul,"asin of water. ""What is it about her vex you so?"" Paul D frowned, but said nothing. ""We had one good fig"
Beloved (1987),Paul,131087,131091,character_reference,0.85,Paul,"ot in my door. Not Halle."" ""It broke him, Sethe."" Paul D looked up at her and sighed. ""You may as well k"
Beloved (1987),Paul,131380,131384,character_reference,0.85,Paul,"of what she heard. But she could not picture what Paul D said. Nothing came to mind. Carefully, carefull"
Beloved (1987),Paul,133014,133018,character_reference,0.85,Paul,"n, then he is also and certainly dead now. And if Paul D saw him and could not save or comfort him becau"
Beloved (1987),Paul,133132,133136,character_reference,0.85,Paul,"t was in his mouth, then there is still more that Paul D could tell me and my brain would go right ahead"
Beloved (1987),Paul,134306,134310,character_reference,0.85,Paul,way to Ohio and no butter play would change that. Paul D stepped through the door and touched her should
Beloved (1987),Paul,134482,134486,character_reference,0.85,Paul,"""I can't take it back, but I can leave it alone,"" Paul D said. He wants to tell me, she thought. He want"
Beloved (1987),Paul,135049,135053,character_reference,0.85,Paul,the wildness out of the eye. Sethe looked up into Paul D's eyes to see if there was any trace left in th
Beloved (1987),Paul,136109,136113,character_reference,0.85,Paul,"ook at me."" Sethe smiled. ""In that pine?"" ""Yeah."" Paul D smiled with her. ""Must have been five of them p"
Beloved (1987),Paul,137508,137512,character_reference,0.85,Paul,"by hisself but he was still king and I was . . ."" Paul D stopped and squeezed his left hand with his rig"
Beloved (1987),Paul,137842,137846,character_reference,0.85,Paul,"oster named Mister. But wasn't no way I'd ever be Paul D again, living or dead. Schoolteacher changed me"
Beloved (1987),Paul,138037,138041,character_reference,0.85,Paul,"tub."" Sethe put her hand on his knee and rubbed. Paul D had only begun, what he was telling her was onl"
Beloved (1987),lot,141242,141245,character_reference,0.7,Lot,"no room to move in."" ""You see anybody?"" ""Heaps. A lot of people is down there. Some is dead."" ""You see"
Beloved (1987),Jesus,141295,141300,character_reference,0.85,Jesus,"of people is down there. Some is dead."" ""You see Jesus? Baby Suggs?"" ""I don't know. I don't know the nam"
Beloved (1987),Jesus,147965,147970,character_reference,0.85,Jesus,"did not answer. ""You don't even know. Come here, Jesus,"" Amy sighed and shook her head. ""Hurt?"" ""A touch"
Beloved (1987),Jesus,148546,148551,character_reference,0.85,Jesus,"tened the back of her dress and said, ""Come here, Jesus,"" when she saw. Sethe guessed it must be bad beca"
Beloved (1987),Jesus,148624,148629,character_reference,0.85,Jesus,guessed it must be bad because after that call to Jesus Amy didn't speak for a while. In the silence of a
Beloved (1987),lot,149188,149191,character_reference,0.7,Lot,"'s the parting for the branches. You got a mighty lot of branches. Leaves, too, look like, and dern if"
Beloved (1987),Jesus,154941,154946,character_reference,0.85,Jesus,"id Amy. ""But you made it through. Come down here, Jesus, Lu made it through. That's because of me. I'm go"
Beloved (1987),Jesus,156578,156583,character_reference,0.85,Jesus,"s of holes and two bird nests. ""There you go, Lu. Jesus looking at you."" Sethe was looking at one mile of"
Beloved (1987),Jesus,157814,157819,character_reference,0.85,Jesus,"owning in its mother's blood. Amy stopped begging Jesus and began to curse His daddy. ""Push!"" screamed Am"
Beloved (1987),Paul,160616,160620,character_reference,0.85,Paul,"l pretty."" IT WAS TIME to lay it all down. Before Paul D came and sat on her porch steps, words whispere"
Beloved (1987),grace,165061,165066,thematic_reference,0.8,Grace,its glorybound pure. She told them that the only grace they could have was the grace they could imagine.
Beloved (1987),grace,165091,165096,thematic_reference,0.8,Grace,them that the only grace they could have was the grace they could imagine. That if they could not see it
Beloved (1987),grace,166428,166433,thematic_reference,0.8,Grace,"nd straight. So love your neck; put a hand on it, grace it, stroke it and hold it up. And all your inside"
Beloved (1987),Jesus,167323,167328,character_reference,0.85,Jesus,"she should do with her sword and shield now, dear Jesus, now nine years after Baby Suggs, holy, proved he"
Beloved (1987),grace,167934,167939,thematic_reference,0.8,Grace,"Suggs, holy, believed she had lied. There was no grace-imaginary or real-and no sunlit dance in a Cleari"
Beloved (1987),faith,168015,168020,thematic_reference,0.8,Faith,"sunlit dance in a Clearing could change that. Her faith, her love, her imagination and her great big old"
Beloved (1987),John,172841,172845,thematic_reference,0.9,John,"a pair of men's shoes from the sack. ""My husband, John, is out yonder a ways. Where you heading?"" Sethe"
Beloved (1987),hope,173824,173828,thematic_reference,0.8,Hope,"said Sethe, wiping sweat from under her chin. ""I hope she makes it."" Ella looked at the tiny, dirty fac"
Beloved (1987),Paul,180646,180650,character_reference,0.85,Paul,ive with in a world happy to provide it. She knew Paul D was adding something to her life—something she
Beloved (1987),Paul,183698,183702,character_reference,0.85,Paul,as a likelihood-if she could just manage the news Paul D brought and the news he kept to himself. Just m
Beloved (1987),Paul,184187,184191,character_reference,0.85,Paul,"house she managed every damn thing. Why now, with Paul D instead of the ghost, was she breaking up? gett"
Beloved (1987),Paul,187217,187221,character_reference,0.85,Paul,"same. Maybe that was where it had gone to. After Paul D beat it out of 124, maybe it collected itself i"
Beloved (1987),Paul,187846,187850,character_reference,0.85,Paul,"from the ambition welling in her now: she wanted Paul D. No matter what he told and knew, she wanted hi"
Beloved (1987),Paul,189750,189754,character_reference,0.85,Paul,"On her mind was the supper she wanted to fix for Paul D-something dif- ficult to do, something she woul"
Beloved (1987),Paul,190274,190278,character_reference,0.85,Paul,"space under the white stairs, the wooden tub and Paul D sitting in it. She smiled at him and he smiled"
Beloved (1987),Paul,190458,190462,character_reference,0.85,Paul,"hind me.” ""I don't hear nobody."" ""I have to cook, Paul D."" ""Me too."" He stood up and made her stay there"
Beloved (1987),Paul,199463,199467,character_reference,0.85,Paul,"h the baby ghost, but got nowhere. It took a man, Paul D, to shout it off, beat it off and take its plac"
Beloved (1987),Paul,199640,199644,character_reference,0.85,Paul,"baby to him any day. During the first days after Paul D moved in, Denver stayed in her emerald closet a"
Beloved (1987),Paul,201004,201008,character_reference,0.85,Paul,the baby and withdrew from everything else. Until Paul D came. But the damage he did came undone with th
Beloved (1987),resurrection,201071,201083,thematic_reference,0.8,Resurrection,"the damage he did came undone with the miraculous resurrection of Beloved. Just ahead, at the edge of the stream"
Beloved (1987),Paul,202396,202400,character_reference,0.85,Paul,"aise His name, from the smiling boss of roosters, Paul D began to tremble. Not all at once and not so an"
Beloved (1987),Paul,203480,203484,character_reference,0.85,Paul,"what prompted him to try-other than Halle, Sixo, Paul A, Paul F and Mister. But the trembling was fixed"
Beloved (1987),Paul,203488,203492,character_reference,0.85,Paul,"ompted him to try-other than Halle, Sixo, Paul A, Paul F and Mister. But the trembling was fixed by the"
Beloved (1987),Paul,205062,205066,character_reference,0.85,Paul,"more than a day; promptly with the butt if, like Paul D, they had just arrived. When all forty-six were"
Beloved (1987),Jesus,206377,206382,character_reference,0.85,Jesus,"e, maybe, of taking a bit of foreskin with him to Jesus. Paul D did not know that then. He was looking at"
Beloved (1987),Paul,206384,206388,character_reference,0.85,Paul,"e, of taking a bit of foreskin with him to Jesus. Paul D did not know that then. He was looking at his p"
Beloved (1987),Paul,206602,206606,character_reference,0.85,Paul,"ling in mist on his right. Convinced he was next, Paul D retched-vomiting up nothing at all. An observin"
Beloved (1987),Paul,206997,207001,character_reference,0.85,Paul,"everything he had. ""Hiiii!"" It was never clear to Paul D how he knew when to shout that mercy. They call"
