novel_title,allusion_text,start_pos,end_pos,allusion_type,confidence,biblical_source,context
Song of Solomon (1977),Pilate,53945,53951,character_reference,0.85,Pilate,"gar's hands moving, moving in her heavy hair, and Pilate. He knew her face better than he knew his own. Si"
Song of Solomon (1977),Hagar,55348,55353,character_reference,0.85,Hagar,"ped singing and Reba went on paring her toenails, Hagar threaded and un- threaded her hair, and Pilate sw"
Song of Solomon (1977),Pilate,55394,55400,character_reference,0.85,Pilate,"ls, Hagar threaded and un- threaded her hair, and Pilate swayed like a willow over her stirring. Chapter 2"
Song of Solomon (1977),Magdalene,55456,55465,character_reference,0.85,Magdalene,d like a willow over her stirring. Chapter 2 Only Magdalene called Lena and First Corinthians were genu- inel
Song of Solomon (1977),First Corinthians,55482,55499,character_reference,0.7,First Corinthians,tirring. Chapter 2 Only Magdalene called Lena and First Corinthians were genu- inely happy when the big Packard rolle
Song of Solomon (1977),Ruth,55990,55994,thematic_reference,0.9,Ruth,"the back seat, away from the notice of Macon and Ruth, they slipped off their patent leather pumps, rol"
Song of Solomon (1977),Ruth,56362,56366,thematic_reference,0.9,Ruth,"cess- ful man. It was a less ambitious ritual for Ruth, but a way, nevertheless, for her to display her"
Song of Solomon (1977),lot,57725,57728,character_reference,0.7,Lot,"liding by with a tiny bit of jealousy and a whole lot of amusement, for Macon's wide green Packard beli"
Song of Solomon (1977),Magdalene,58795,58804,character_reference,0.85,Magdalene,"tenant. Other than the bright and roving eyes of Magdalene called Lena and First Corinthians, the Packard ha"
Song of Solomon (1977),First Corinthians,58821,58838,character_reference,0.7,First Corinthians,"ight and roving eyes of Magdalene called Lena and First Corinthians, the Packard had no real lived life at all. So th"
Song of Solomon (1977),First Corinthians,58922,58939,character_reference,0.7,First Corinthians,"fe at all. So they called it Macon Dead's hearse. First Corinthians pulled her fingers through her hair. It was long,"
Song of Solomon (1977),Ruth,59223,59227,thematic_reference,0.9,Ruth,"ful, Macon. You always take the wrong turn here."" Ruth spoke softly from the right side of the car. ""Do"
Song of Solomon (1977),Magdalene,59584,59593,character_reference,0.85,Magdalene,"e going any special place?"" ""Honoré,"" Macon said. Magdalene called Lena pushed her stockings farther down on"
Song of Solomon (1977),Ruth,59799,59803,thematic_reference,0.9,Ruth,"ut there, Lena. Your father wants to look at it."" Ruth reasserted herself into the con- versation. ""What"
Song of Solomon (1977),Ruth,60368,60372,thematic_reference,0.9,Ruth,"r- rected her. ""And that lawyer-what's his name?"" Ruth looked around at Corinthians, who ignored her. ""A"
Song of Solomon (1977),Mary,60425,60429,character_reference,0.85,Mary,"oked around at Corinthians, who ignored her. ""And Mary, I suppose."" Lena laughed. Corinthians stared col"
Song of Solomon (1977),Ruth,60627,60631,thematic_reference,0.9,Ruth,"o a barmaid?"" ""She owns that place, Corinthians,"" Ruth said. ""I don't care what she owns. I care about w"
Song of Solomon (1977),Ruth,60788,60792,thematic_reference,0.9,Ruth,"for confirmation. ""You're going too fast, Macon."" Ruth pressed the toe of her shoe against the floorboar"
Song of Solomon (1977),Magdalene,60945,60954,character_reference,0.85,Magdalene,"rive, you're going to walk back home. I mean it."" Magdalene called Lena sat forward and put her hand on her m"
Song of Solomon (1977),Ruth,61022,61026,thematic_reference,0.9,Ruth,orward and put her hand on her mother's shoulder. Ruth was quiet. The little boy kicked his feet against
Song of Solomon (1977),Ruth,61259,61263,thematic_reference,0.9,Ruth,". ""Oh, Lord."" ""But you went before we left,"" said Ruth. ""I have to go!"" He was beginning to whine. ""Are"
Song of Solomon (1977),Ruth,61390,61394,thematic_reference,0.9,Ruth,"him. He looked at her. ""I guess we better stop,"" Ruth said to nobody in particular. Her eyes grazed the"
Song of Solomon (1977),lot,61879,61882,character_reference,0.7,Lot,you that. But in a few years-five or ten-a whole lot of coloreds will have enough to afford it. A whol
Song of Solomon (1977),lot,61934,61937,character_reference,0.7,Lot,"f coloreds will have enough to afford it. A whole lot. Take my word for it."" 35 Magdalene called Lena t"
Song of Solomon (1977),Magdalene,61964,61973,character_reference,0.85,Magdalene,"afford it. A whole lot. Take my word for it."" 35 Magdalene called Lena took a deep breath. ""Up ahead you cou"
Song of Solomon (1977),Ruth,62151,62155,thematic_reference,0.9,Ruth,"irror and slowed down. ""Who's going to take him?"" Ruth fiddled with the door handle. ""Not you,"" Macon sa"
Song of Solomon (1977),Ruth,62216,62220,thematic_reference,0.9,Ruth,"th the door handle. ""Not you,"" Macon said to her. Ruth looked at her husband. She parted her lips but di"
Song of Solomon (1977),Magdalene,62943,62952,character_reference,0.85,Magdalene,"it,"" said Macon. He looked out the window and saw Magdalene called Lena coming out of the trees. A large colo"
Song of Solomon (1977),Ruth,63210,63214,thematic_reference,0.9,Ruth,"said. ""He wet me, Mama."" She was close to tears. Ruth clucked her tongue. Corinthians laughed. ""I told"
Song of Solomon (1977),Pilate,65610,65616,character_reference,0.85,Pilate,"you standin by."" ""If you don't want us here, Miss Pilate, we'll go."" Guitar spoke softly. ""I ain't the one"
Song of Solomon (1977),Pilate,66302,66308,character_reference,0.7,Pilate,"tle friend?"" ""This here's Milkman."" ""Do he talk?"" Pilate swallowed a piece of the fruit. ""Yeah. He talk. S"
Song of Solomon (1977),Pilate,66435,66441,character_reference,0.7,Pilate,"d an elbow at Milkman without taking his eyes off Pilate. Milkman took a breath, held it, and said, ""Hi."""
Song of Solomon (1977),Pilate,66491,66497,character_reference,0.7,Pilate,". Milkman took a breath, held it, and said, ""Hi."" Pilate laughed. ""You all must be the dumbest unhung Negr"
Song of Solomon (1977),Pilate,69119,69125,character_reference,0.7,Pilate,"he heartbeat of silence that followed his shouts, Pilate laughed. ""You all want a soft-boiled egg?"" she as"
Song of Solomon (1977),Pilate,76235,76241,character_reference,0.7,Pilate,"ood year for guns and gravediggers, I know that."" Pilate put a barrel lid on the table. Then she lifted th"
Song of Solomon (1977),Pilate,77550,77556,character_reference,0.7,Pilate,"there looking at the stump. Shaking like leaves."" Pilate scraped the eggshells together into a little heap"
Song of Solomon (1977),Pilate,78029,78035,character_reference,0.85,Pilate,"nor Guitar saw or heard anyone approach- ing, but Pilate jumped up and ran toward the door. Before she rea"
Song of Solomon (1977),Pilate,78371,78377,character_reference,0.7,Pilate,"t,"" the girl answered. ""Push."" ""About time,"" said Pilate. ""The light be gone before you know it."" ""Tommy's"
Song of Solomon (1977),Hagar,78680,78685,character_reference,0.7,Hagar,"; he had already fallen in love with her behind. ""Hagar."" Pilate looked around the room. ""This here's you"
Song of Solomon (1977),Pilate,78688,78694,character_reference,0.7,Pilate,"already fallen in love with her behind. ""Hagar."" Pilate looked around the room. ""This here's your brother"
Song of Solomon (1977),Hagar,78979,78984,character_reference,0.85,Hagar,"me thing."" ""No it ain't. Is it, baby?"" ""No,"" said Hagar. ""It's different."" ""See there. It's different."" """
Song of Solomon (1977),Pilate,79190,79196,character_reference,0.7,Pilate,"if you both got the same mother or if you both-"" Pilate interrupted her. ""I mean what's the difference in"
Song of Solomon (1977),Hagar,79381,79386,character_reference,0.85,Hagar,"the point, Mama."" ""Shut up, Reba. I'm talking to Hagar."" ""Yes, Mama. You treat them both the same."" ""The"
Song of Solomon (1977),Pilate,79605,79611,character_reference,0.7,Pilate,"her eyes wide. ""Pull that rocker over here,"" said Pilate. ""You boys have to give up your seats unless you"
Song of Solomon (1977),Hagar,79911,79916,character_reference,0.85,Hagar,"without popping 'em. Reba, get that other crock."" Hagar looked around, all eyes and hair. ""Why don't we p"
Song of Solomon (1977),Pilate,80057,80063,character_reference,0.85,Pilate,"all sit down."" ""Floor's good enough for me,"" said Pilate, and she squatted down on her haunches and lifted"
Song of Solomon (1977),Hagar,80284,80289,character_reference,0.85,Hagar,"er bring them in. Draw too many flies out there."" Hagar started for the door and motioned to Milkman. ""Co"
Song of Solomon (1977),Hagar,80439,80444,character_reference,0.85,Hagar,"p, knocking his chair backward, and trotted after Hagar. She was, it seemed to him, as pretty a girl as h"
Song of Solomon (1977),Hagar,80686,80691,character_reference,0.85,Hagar,"han he'd ever been, and floating. Together he and Hagar dragged two baskets up the porch stairs and into"
Song of Solomon (1977),numbers,81750,81757,thematic_reference,0.9,Numbers,"me to stand in for 'em at drawings and give them numbers to play. It works pretty well for them, and it al"
Song of Solomon (1977),Hagar,82430,82435,character_reference,0.85,Hagar,"proud. ""They didn't want to give it to her,"" said Hagar, ""cause she looked so bad."" Guitar was astonished"
Song of Solomon (1977),Pilate,82889,82895,character_reference,0.7,Pilate,"and Mama looked, too, didn't we?"" She glanced at Pilate for confirmation and went on. ""But they put the p"
Song of Solomon (1977),Hagar,83203,83208,character_reference,0.85,Hagar,"the-half-millionth."" ""Can if the winner is Reba,"" Hagar said. ""The only reason they got a second was caus"
Song of Solomon (1977),Pilate,83628,83634,character_reference,0.7,Pilate,"from her nose to her cheekbone. Much lighter than Pilate or Hagar, Reba had the simple eyes of an infant."
Song of Solomon (1977),Hagar,83638,83643,character_reference,0.85,Hagar,"ose to her cheekbone. Much lighter than Pilate or Hagar, Reba had the simple eyes of an infant. All of th"
Song of Solomon (1977),Pilate,83779,83785,character_reference,0.7,Pilate,"but complication and something more lurked behind Pilate's and Hagar's faces. Only Reba, with her light pi"
Song of Solomon (1977),Hagar,83792,83797,character_reference,0.85,Hagar,"ion and something more lurked behind Pilate's and Hagar's faces. Only Reba, with her light pimply skin an"
Song of Solomon (1977),Hagar,84382,84387,character_reference,0.85,Hagar,"ng a crowd and getting ready to draw flies,"" said Hagar. ""What're you going to do with the ring?"" Milkman"
Song of Solomon (1977),Hagar,84528,84533,character_reference,0.85,Hagar,"ing I like."" ""Everything she win, she give away,"" Hagar said. ""To a man,"" said Pilate. ""She don't never k"
Song of Solomon (1977),Pilate,84557,84563,character_reference,0.85,Pilate,"win, she give away,"" Hagar said. ""To a man,"" said Pilate. ""She don't never keep none of it...."" ""That's wh"
Song of Solomon (1977),Hagar,84748,84753,character_reference,0.85,Hagar,"luck at all...."" ""He comes just once a year.. .."" Hagar and Pilate pulled the conversation apart, each ya"
Song of Solomon (1977),Pilate,84758,84764,character_reference,0.7,Pilate,"l...."" ""He comes just once a year.. .."" Hagar and Pilate pulled the conversation apart, each yanking out s"
Song of Solomon (1977),Pilate,85469,85475,character_reference,0.7,Pilate,"ine be ready?"" he asked. ""This batch? Few weeks,"" Pilate said. ""You gonna let us have some?"" Guitar smiled"
Song of Solomon (1977),Pilate,85675,85681,character_reference,0.7,Pilate,"e of the wine I made."" ""You think you made this?"" Pilate laughed at him. ""You think this all there is to i"
Song of Solomon (1977),Pilate,85855,85861,character_reference,0.7,Pilate,"got to mash them in our bare feet."" ""Feet? Feet?"" Pilate was outraged. ""Who makes wine with they feet?"" ""M"
Song of Solomon (1977),Hagar,85940,85945,character_reference,0.85,Hagar,"e with they feet?"" ""Might taste good, Mama,"" said Hagar. ""Couldn't taste no worse,"" Reba said. ""Your wine"
Song of Solomon (1977),Pilate,86006,86012,character_reference,0.7,Pilate,"taste no worse,"" Reba said. ""Your wine any good, Pilate?"" asked Guitar. ""Couldn't tell you."" ""Why not?"" """
Song of Solomon (1977),Hagar,86312,86317,character_reference,0.85,Hagar,"want no cheap home brew. The Depression's over,"" Hagar said. ""Everybody got work now. They can afford to"
Song of Solomon (1977),Pilate,86405,86411,character_reference,0.7,Pilate,"an afford to buy Four Roses."" ""Plenty still buy,"" Pilate told her. ""Where you get the sugar for it?"" Guita"
Song of Solomon (1977),Pilate,86633,86639,character_reference,0.7,Pilate,"ies, we'd have starved last winter."" ""Would not."" Pilate put a fresh piece of twig in her mouth. ""We would"
Song of Solomon (1977),Hagar,86698,86703,character_reference,0.7,Hagar,"esh piece of twig in her mouth. ""We would have."" ""Hagar, don't contradict your mama,"" Reba whispered. ""Wh"
Song of Solomon (1977),Hagar,86775,86780,character_reference,0.85,Hagar,"r mama,"" Reba whispered. ""Who was gonna feed us?"" Hagar was insistent. ""Mama can go for months without fo"
Song of Solomon (1977),Pilate,86970,86976,character_reference,0.7,Pilate,"gonna let you starve. You ever had a hungry day?"" Pilate asked her granddaughter. ""Course she ain't,"" said"
Song of Solomon (1977),Hagar,87039,87044,character_reference,0.85,Hagar,"anddaughter. ""Course she ain't,"" said her mother. Hagar tossed a branch to the heap on the floor and rubb"
Song of Solomon (1977),Pilate,87222,87228,character_reference,0.7,Pilate,"ones."" With the quickness of birds, the heads of Pilate and Reba shot up. They peered at Hagar, then exch"
Song of Solomon (1977),Hagar,87262,87267,character_reference,0.7,Hagar,"heads of Pilate and Reba shot up. They peered at Hagar, then exchanged looks. ""Baby?"" Reba's voice was s"
Song of Solomon (1977),Pilate,87461,87467,character_reference,0.7,Pilate,"you want, baby. Anything. You been knowing that."" Pilate spit her twig into the palm of her hand. Her face"
Song of Solomon (1977),Pilate,87746,87752,character_reference,0.85,Pilate,"d crumpled. Tears were streaming down her cheeks. Pilate's face was still as death, but alert as though wa"
Song of Solomon (1977),Hagar,87825,87830,character_reference,0.85,Hagar,"ath, but alert as though waiting for some signal. Hagar's profile was hidden by her hair. She leaned forw"
Song of Solomon (1977),Pilate,88062,88068,character_reference,0.7,Pilate,"uiet held. Even Guitar didn't dare break it. Then Pilate spoke. ""Reba. She don't mean food."" Realization s"
Song of Solomon (1977),Pilate,88173,88179,character_reference,0.7,Pilate,"slowly across Reba's face, but she didn't answer. Pilate began to hum as she returned to plucking the berr"
Song of Solomon (1977),Pilate,88317,88323,character_reference,0.85,Pilate,and they hummed together in perfect harmony until Pilate took the lead: O Sugarman don't leave me here Cot
Song of Solomon (1977),Hagar,88494,88499,character_reference,0.85,Hagar,"oke me. ... When the two women got to the chorus, Hagar raised her head and sang too. Sugarman done fly a"
Song of Solomon (1977),Hagar,88650,88655,character_reference,0.85,Hagar,Sugarman gone home. Milkman could hardly breathe. Hagar's voice scooped up what little pieces of heart he
Song of Solomon (1977),Pilate,89688,89694,character_reference,0.7,Pilate,"old me to stay away from there. To stay away from Pilate."" ""Right."" ""But you never told me why. They're ou"
Song of Solomon (1977),Pilate,91426,91432,character_reference,0.85,Pilate,ust the two of us. Our mother was dead. Died when Pilate was born. Pilate was just a baby. She stayed over
Song of Solomon (1977),Pilate,91443,91449,character_reference,0.7,Pilate,. Our mother was dead. Died when Pilate was born. Pilate was just a baby. She stayed over at another farm
Song of Solomon (1977),Pilate,92887,92893,character_reference,0.7,Pilate,"et, juicy. And we had fruit trees. Apple, cherry. Pilate tried to make me a cherry pie once."" Macon paused"
Song of Solomon (1977),Ruth,93130,93134,thematic_reference,0.9,Ruth,"rried he used to talk about Lin- coln's Heaven to Ruth. Sitting on the porch swing in the dark, he would"
Song of Solomon (1977),Mary,93589,93593,character_reference,0.85,Mary,", the apple orchard, President Lincoln; her foal, Mary Todd; Ulysses S. Grant, their cow; General Lee, t"
Song of Solomon (1977),Pilate,95220,95226,character_reference,0.7,Pilate,"comfortable and soft. Milkman spoke softly too. ""Pilate said somebody shot your father. Five feet into th"
Song of Solomon (1977),mark,95538,95542,thematic_reference,0.9,Mark,"couldn't read, couldn't even sign his name. Had a mark he used. They tricked him. He signed something, I"
Song of Solomon (1977),Pilate,95803,95809,character_reference,0.7,Pilate,m one day to the next. Wrote one word in his life-Pilate's name; copied it out of the Bible. That's what s
Song of Solomon (1977),Pilate,97413,97419,character_reference,0.85,Pilate,", pretty. Looked like a white woman to me. Me and Pilate don't take nothing after her. If you ever have a"
Song of Solomon (1977),Pilate,97499,97505,character_reference,0.7,Pilate,"If you ever have a doubt we from Africa, look at Pilate. She look just like Papa and he looked like all t"
Song of Solomon (1977),Pilate,97677,97683,character_reference,0.85,Pilate,"e one too. Close his face up like a door."" ""I saw Pilate's face like that."" Milkman felt close and confi-"
Song of Solomon (1977),Pilate,99274,99280,character_reference,0.7,Pilate,"stay out of that wine house and as far away from Pilate as you can."" Milkman lowered his head. His father"
Song of Solomon (1977),Pilate,99566,99572,character_reference,0.7,Pilate,rk a couple of hours there and learn what's real. Pilate can't teach you a thing you can use in this world
Song of Solomon (1977),lot,108503,108506,character_reference,0.7,Lot,"riment in them died suddenly. ""And folly. A whole lot of folly. You can count on it."" ""Mr. Tommy, suh,"""
Song of Solomon (1977),Ruth,110944,110948,thematic_reference,0.9,Ruth,"ny way I want to, including over your ugly face."" Ruth said, ""Be quiet, you two. It's just growing pains"
Song of Solomon (1977),Ruth,112729,112733,thematic_reference,0.9,Ruth,"delighted. His son belonged to him now and not to Ruth, and he was relieved at not having to walk all ov"
Song of Solomon (1977),Ruth,113674,113678,thematic_reference,0.9,Ruth,ad improved for Macon Dead during the war. Except Ruth. And years later when the war was over and that p
Song of Solomon (1977),Ruth,116170,116174,thematic_reference,0.9,Ruth,"t, not of power (a nine- year-old girl could slap Ruth and get away with it), but of helplessness. She w"
Song of Solomon (1977),Ruth,117473,117477,thematic_reference,0.9,Ruth,r at the wedding of this son's youngest daughter. Ruth went and when the congregation went to the altar
Song of Solomon (1977),Ruth,118611,118615,thematic_reference,0.9,Ruth,"re today if . . ."" Father Padrew smiled and shook Ruth's hand. ""Very pleased to meet you, Miss Foster."""
Song of Solomon (1977),communion,119223,119232,thematic_reference,0.8,Communion,"started to tell me that only Catholics could take communion in a Catholic church. Well, I never heard of that"
Song of Solomon (1977),communion,119301,119310,thematic_reference,0.8,Communion,"ch. Well, I never heard of that. Anybody can take communion, I thought. At our church anybody can come up on"
Song of Solomon (1977),communion,119781,119790,thematic_reference,0.8,Communion,"lamb."" ""You didn't know that only Catholics take communion in a Catholic church?"" Macon Dead asked her, his"
