novel_title,allusion_text,start_pos,end_pos,allusion_type,confidence,biblical_source,context
A Mercy (2008),Jacob,27853,27858,character_reference,0.85,Jacob,"were at a ball or a court of law. His bitterness, Jacob understood, was unworthy, the result of having hi"
A Mercy (2008),Jacob,28153,28158,character_reference,0.85,Jacob,"e. Thus, tamping envy as taught in the poorhouse, Jacob entertained himself by conjuring up flaws in the"
A Mercy (2008),Jacob,28644,28649,character_reference,0.85,Jacob,"be lost ship or ruined crop. Watching the couple, Jacob noticed that husband and wife never looked at eac"
A Mercy (2008),Jacob,31979,31984,character_reference,0.85,Jacob,that made him unable to pay what he owed. But how Jacob would be reimbursed had not been broached. Examin
A Mercy (2008),Jacob,32140,32145,character_reference,0.85,Jacob,me clear what D'Ortega had left to offer. Slaves. Jacob refused. His farm was modest; his trade needed on
A Mercy (2008),Jacob,32360,32365,character_reference,0.85,Jacob,"u sell them. Do you know the prices they garner?"" Jacob winced. Flesh was not his commodity. Still, at hi"
A Mercy (2008),Jacob,33143,33148,character_reference,0.85,Jacob,"when they thought they were not being evaluated, Jacob could see their quick glances, sideways, wary but"
A Mercy (2008),Jacob,33255,33260,character_reference,0.85,Jacob,"of all, judging the men who judged them. Suddenly Jacob felt his stomach seize. The tobacco odor, so welc"
A Mercy (2008),Jacob,34198,34203,character_reference,0.85,Jacob,"the handler. Stomach turning, nostrils assailed, Jacob grew angry. This is a calamity, he thought. Unres"
A Mercy (2008),judges,34330,34336,thematic_reference,0.9,Judges,rs in a lawsuit in a province ruled by the king's judges disinclined to favor a distant tradesman over a l
A Mercy (2008),Jacob,34829,34834,character_reference,0.85,Jacob,ething sordid and overripe. But what could he do? Jacob felt the shame of his weakened position like a so
A Mercy (2008),Jacob,35225,35230,character_reference,0.85,Jacob,"er, sly, indirect, instead of straight and manly, Jacob neared the cookhouse and saw a woman standing in"
A Mercy (2008),Jacob,35687,35692,character_reference,0.85,Jacob,"without her. She is our main cook, the best one."" Jacob drew closer and, recognizing the clove-laced swea"
A Mercy (2008),Jacob,35974,35979,character_reference,0.85,Jacob,"ust one, as though on its curve an empire rested. Jacob knew he was struggling with this impertinent thre"
A Mercy (2008),Jacob,36327,36332,character_reference,0.85,Jacob,"this one is nursing."" ""Then the law it is,"" said Jacob. D'Ortega smiled. A lawsuit would certainly be de"
A Mercy (2008),Jacob,36490,36495,character_reference,0.85,Jacob,"d be to his advantage. ""You astound me,"" he said. Jacob refused to back down. ""Perhaps another lender wou"
A Mercy (2008),Jacob,37091,37096,character_reference,0.85,Jacob,"ell her!"" ""My trade is goods and gold, sir,"" said Jacob Vaark, landowner. And he could not resist adding,"
A Mercy (2008),Jacob,37258,37263,character_reference,0.85,Jacob,"certain kinds of restraint."" Too subtle? wondered Jacob. Not at all, apparently, for D'Ortega's hand move"
A Mercy (2008),Jacob,37327,37332,character_reference,0.85,Jacob,"apparently, for D'Ortega's hand moved to his hip. Jacob's eyes fol- lowed the movement as the ringed fing"
A Mercy (2008),Jacob,37742,37747,character_reference,0.85,Jacob,"rd? The soft fingers fumbled for the absent haft. Jacob raised his eyes to D'Ortega's, noticing the cowar"
A Mercy (2008),Jacob,38078,38083,character_reference,0.85,Jacob,"le? Where else could rank tremble before courage? Jacob turned away, letting his exposed, unarmed back co"
A Mercy (2008),Jacob,39094,39099,character_reference,0.85,Jacob,"ase, Senhor. Not me. Take her. Take my daughter."" Jacob looked up at her, away from the child's feet, his"
A Mercy (2008),Jacob,39615,39620,character_reference,0.85,Jacob,"highly agitated. got to ""My answer is firm,” said Jacob, thinking, I've get away from this substitute for"
A Mercy (2008),Jacob,40495,40500,character_reference,0.85,Jacob,"away and re-nourish his good opinion of himself, Jacob said abrupt goodbyes to Mistress D'Ortega, the tw"
A Mercy (2008),Jacob,41627,41632,character_reference,0.85,Jacob,bush of Africa pagan rather than a four-post bed. Jacob sneered at wealth dependent on a captured workfor
A Mercy (2008),Jacob,42449,42454,character_reference,0.85,Jacob,"nd ruined tobacco that seemed to coat his tongue. Jacob returned Regina to the hostler, paid him and stro"
A Mercy (2008),Jacob,42730,42735,character_reference,0.85,Jacob,him feel his own knees in mud. Few things angered Jacob more than the brutal handling of domesticated ani
A Mercy (2008),Jacob,43343,43348,character_reference,0.85,Jacob,"iper having played less well than himself, raised Jacob's spirits enough for him to join in the singing."
A Mercy (2008),Jacob,43531,43536,character_reference,0.85,Jacob,"s flounced a bit before choosing a lap to sit in. Jacob demurred when approached. He'd had enough, years"
A Mercy (2008),Peter,44377,44382,character_reference,0.85,Peter,at things close to his face. Downes was his name. Peter Downes. A Negro boy had been sum- moned and now b
A Mercy (2008),Jacob,44857,44862,character_reference,0.85,Jacob,"he drowned; it always floats."" Amid the laughter, Jacob joined the men at the table and listened to Downe"
A Mercy (2008),Jacob,45058,45063,character_reference,0.85,Jacob,"arbados. ""I once thought of settling there,"" said Jacob. ""Besides bosoms, what is it like?"" ""Like a whore"
A Mercy (2008),Jacob,45381,45386,character_reference,0.85,Jacob,"w do they manage? It must be constant tur- moil."" Jacob was imagining the difference between the steady c"
A Mercy (2008),Jacob,45849,45854,character_reference,0.85,Jacob,"in Barbados. ""Still the risk is high,"" countered Jacob. ""I've heard of whole estates cut down by disease"
A Mercy (2008),Jacob,46646,46651,character_reference,0.85,Jacob,"enough. A trade for lifetimes to come."" ""Still,"" Jacob said, “it's a degraded business. And hard."" ""Thin"
A Mercy (2008),Jacob,47481,47486,character_reference,0.85,Jacob,"ry month five times the investment. For certain."" Jacob had to laugh. He recognized the manner: hawker tu"
A Mercy (2008),Jacob,47721,47726,character_reference,0.85,Jacob,"arent unwill- ingness so far to stand the drinks, Jacob suspected he had not reaped the easy profit he de"
A Mercy (2008),Jacob,47799,47804,character_reference,0.7,Jacob,"eaped the easy profit he described. Nevertheless, Jacob decided he would look into it. After a leisurely"
A Mercy (2008),job,49542,49545,thematic_reference,0.9,Job,of being taken on as a runner for a law firm. The job required literacy and led to his being signed up
A Mercy (2008),Jacob,50103,50108,character_reference,0.85,Jacob,"eaded girl he had found half dead on a riverbank. Jacob agreed to do it, provided the sawyer forgive the"
A Mercy (2008),Jacob,50662,50667,character_reference,0.85,Jacob,nd was still isolated except for the Separatists. Jacob soon learned that they had bolted from their bret
A Mercy (2008),salvation,50787,50796,thematic_reference,0.8,Salvation,on of the Chosen ver- sus the universal nature of salvation. His neighbors favored the first and situated the
A Mercy (2008),Jacob,50893,50898,character_reference,0.85,Jacob,"themselves inland beyond fur posts and wars. When Jacob, a small-scale trader for the Company with a side"
A Mercy (2008),communion,51302,51311,thematic_reference,0.8,Communion,ise he would have to prefer settled farm life and communion with people whose religion dumbfounded him althou
A Mercy (2008),Jerusalem,71044,71053,character_reference,0.7,Jerusalem,"would announce His arrival and the birth of young Jerusalem. They named her Messalina, just in case, but shor"
A Mercy (2008),hope,71142,71146,thematic_reference,0.8,Hope,"e, but shortened it to Lina to signal a sliver of hope. Afraid of once more losing shelter, terrified of"
A Mercy (2008),John,75995,75999,thematic_reference,0.9,John,"rful remedy she knew: devil's bit, mugwort, Saint-John's-wort, maiden- hair and periwinkle; boiled it, s"
A Mercy (2008),John,85098,85102,thematic_reference,0.9,John,"ress looked up. ""What are you saying?"" ""Your son, John Jacob. He died after Sorrow came."" ""Stay, Lina. D"
A Mercy (2008),Jacob,85103,85108,character_reference,0.85,Jacob,"looked up. ""What are you saying?"" ""Your son, John Jacob. He died after Sorrow came."" ""Stay, Lina. Don't f"
A Mercy (2008),Adam,89793,89797,character_reference,0.85,Adam,"only themselves, could shape life that way, like Adam and Eve, like gods from 59 nowhere beholden to no"
A Mercy (2008),Eve,89802,89805,character_reference,0.7,Eve,"mselves, could shape life that way, like Adam and Eve, like gods from 59 nowhere beholden to nothing ex"
A Mercy (2008),hope,93546,93550,thematic_reference,0.8,Hope,"I am his tree."" A sea change that Lina could only hope was not final. Florens had been a quiet, timid ve"
A Mercy (2008),communion,103333,103342,thematic_reference,0.8,Communion,"mothers. I am none of those. Reverend Father says communion is the best hope, prayer the next. There is no co"
A Mercy (2008),hope,103355,103359,thematic_reference,0.8,Hope,"those. Reverend Father says communion is the best hope, prayer the next. There is no communion hereabout"
A Mercy (2008),communion,103390,103399,thematic_reference,0.8,Communion,"on is the best hope, prayer the next. There is no communion hereabouts and I feel shame to speak to the Virgi"
A Mercy (2008),communion,105193,105202,thematic_reference,0.8,Communion,k you are also. No holy spir- its are my need. No communion or prayer. You are my protection. Only you. You c
A Mercy (2008),Jacob,117922,117927,character_reference,0.85,Jacob,"t possibly be worse? Early on when she settled on Jacob's land, she visited the local church some seven m"
A Mercy (2008),faith,118454,118459,thematic_reference,0.8,Faith,"e daughter, that Rebekka turned away. Weak as her faith was, there was no excuse for not pro- tecting the"
A Mercy (2008),Jacob,119333,119338,character_reference,0.85,Jacob,"ecause the ground could not accept the little box Jacob built, so they had to leave her to freeze in it a"
A Mercy (2008),Jacob,119543,119548,character_reference,0.85,Jacob,"eak, pustulate, with not even a full day to mourn Jacob, her grief was fresh cut, like hay in famine. Her"
A Mercy (2008),Jacob,119804,119809,character_reference,0.85,Jacob,"the immediate torment subsided, her thoughts left Jacob and traveled to Patrician's matted hair, the hard"
A Mercy (2008),Jacob,120123,120128,character_reference,0.85,Jacob,"r thaw. But when finally the earth softened, when Jacob could get traction with the spade and they let th"
A Mercy (2008),Jacob,120369,120374,character_reference,0.85,Jacob,"there all day and through the night. No one, not Jacob, Sorrow or Lina, could get her up. And not the Pa"
A Mercy (2008),redemption,120517,120527,thematic_reference,0.8,Redemption,n the ones whose beliefs stripped her children of redemption. She growled when they touched her; threw the bla
A Mercy (2008),Judith,123587,123593,character_reference,0.7,Judith,"ad been sent away in disgrace by her family. Two, Judith and Lydia, were prostitutes ordered to choose bet"
A Mercy (2008),Judith,125731,125737,character_reference,0.7,Judith,"us."" ""Well, two aboard, then. Patty is another."" Judith winked and smiled at the little girl. ""Don't trad"
A Mercy (2008),Judith,126034,126040,character_reference,0.85,Judith,"ds me."" ""Rude words but not rude behavior?"" asked Judith. ""That, too,"" she replied. They were settled now"
A Mercy (2008),Judith,128164,128170,character_reference,0.7,Judith,ate what they thought were the manners of queens. Judith spread her shawl on the lid of a box. Elizabeth r
A Mercy (2008),Judith,128453,128459,character_reference,0.85,Judith,"t surprise them that no one had any tea, but both Judith and Dorothea had rum hidden in their sacks. With"
A Mercy (2008),grace,128666,128671,thematic_reference,0.8,Grace,"l and sur- rounded it with biscuits. Anne offered grace. Breathing quietly, they sipped warm, spirited wa"
A Mercy (2008),Jacob,130030,130035,character_reference,0.85,Jacob,Mr. Vaark (it took some time before she could say Jacob) picked up both of her boxes after touching her f
A Mercy (2008),Jacob,132708,132713,character_reference,0.85,Jacob,"could be. As the sons died and the years passed, Jacob became convinced the farm was sustainable but not"
A Mercy (2008),Jacob,134827,134832,character_reference,0.85,Jacob,"de. ""What a man leaves behind is what a man is."" ""Jacob, a man is only his reputation."" ""Understand me."""
A Mercy (2008),Jacob,135467,135472,character_reference,0.85,Jacob,aglitter like a gate to heaven. Rebekka did what Jacob ordered her to do: gathered the women and struggl
A Mercy (2008),Judith,137357,137363,character_reference,0.85,Judith,"way or knelt by her bed. ""I'm already dead,"" said Judith. ""It's not so bad."" ""Don't tell her that. It's ho"
A Mercy (2008),Job,138071,138074,thematic_reference,0.9,Job,"es. Well, she thought, that was the true value of Job's comforters. He lay wracked with pain and in mor"
A Mercy (2008),Job,138344,138347,thematic_reference,0.9,Job,a hint of who I am and what I know. For a moment Job must have longed for the self-interested musings
A Mercy (2008),Job,138577,138580,thematic_reference,0.9,Job,"rd's attention. Which, Rebekka concluded, was all Job ever wanted. Not proof of His existence— he never"
A Mercy (2008),Job,138901,138904,thematic_reference,0.9,Job,argain; merely a glow of the miraculous. But then Job was a man. Invisibility was intolerable to men. W
A Mercy (2008),Job,138983,138986,thematic_reference,0.9,Job,"intolerable to men. What complaint would a female Job dare to put forth? And if, having done so, and He"
A Mercy (2008),Job,139134,139137,thematic_reference,0.9,Job,"she was, where was the news in that? What shocked Job into humility and renewed fidelity was the messag"
A Mercy (2008),Job,139198,139201,thematic_reference,0.9,Job,ity and renewed fidelity was the message a female Job would have known and heard every minute of her li
A Mercy (2008),Jacob,139662,139667,character_reference,0.85,Jacob,"t the foot of the bed. At some point, long before Jacob's death, the wide untrammeled space that once thr"
A Mercy (2008),Jacob,139923,139928,character_reference,0.85,Jacob,the menace of familiar objects lying still. When Jacob was away. When neither Patrician nor Lina was eno
A Mercy (2008),Judah,140625,140630,character_reference,0.7,Judah,In addition there were Papists and the tribes of Judah to whom redemption was denied along with a variet
A Mercy (2008),redemption,140639,140649,thematic_reference,0.8,Redemption,here were Papists and the tribes of Judah to whom redemption was denied along with a variety of others living
A Mercy (2008),baptism,140917,140924,thematic_reference,0.8,Baptism,"me one of hers died, she told herself it was anti-baptism that enraged her. But the truth was she could not"
A Mercy (2008),Jacob,141284,141289,character_reference,0.85,Jacob,ude that could rise up and take her prisoner when Jacob was away. She might be bending in a patch of radi
A Mercy (2008),Jacob,144484,144489,character_reference,0.85,Jacob,alive. She once received a message from a captain Jacob knew. Eighteen months after he was charged to mak
A Mercy (2008),Jacob,145106,145111,character_reference,0.85,Jacob,"Surrender?"" All at once she wanted it—the mirror Jacob had given her which she had silently rewrapped an"
A Mercy (2008),Jacob,145775,145780,character_reference,0.85,Jacob,"o the mirror. Oh, she had been so happy. So hale. Jacob home and busy with plans for the new house. The e"
A Mercy (2008),Jacob,146050,146055,character_reference,0.85,Jacob,"cksmith, who worried everybody except herself and Jacob, was like an anchor holding the couple in place i"
A Mercy (2008),lot,146567,146570,character_reference,0.7,Lot,"he had a strong reason to succeed. And she felt a lot of affection for her, although it took some time"
A Mercy (2008),Jacob,146632,146637,character_reference,0.85,Jacob,"n for her, although it took some time to develop. Jacob probably believed giving her a girl close to Patr"
A Mercy (2008),Jacob,147106,147111,character_reference,0.85,Jacob,"any kindness shown her she munched like a rabbit. Jacob said the mother had no use for her which, Rebekka"
A Mercy (2008),Jacob,147331,147336,character_reference,0.85,Jacob,"reason, panicked to get his food to him on time. Jacob dismissed Lina's glower and Florens' shine: the b"
A Mercy (2008),Jacob,147552,147557,character_reference,0.85,Jacob,"ertainly not because a girl was mooning over him. Jacob was right, of course. The smithy's value was with"
A Mercy (2008),Jacob,147797,147802,character_reference,0.85,Jacob,im. They'd stuffed her feet in good strong boots. Jacob's. And folded a clarifying letter of authority in
A Mercy (2008),Jacob,148069,148074,character_reference,0.85,Jacob,d like the snow showers that signaled it. Just as Jacob's determination to rise up in the world had cease
A Mercy (2008),Jacob,148333,148338,character_reference,0.85,Jacob,"ss. Whatever the truth, however driven he seemed, Jacob was there. With her. Breathing next to her in bed"
A Mercy (2008),Adam,150197,150201,character_reference,0.85,Adam,"e illegal. But was that not the way it should be? Adam first, Eve next, and also, confused about her rol"
A Mercy (2008),Eve,150209,150212,character_reference,0.7,Eve,"ut was that not the way it should be? Adam first, Eve next, and also, confused about her role, the firs"
A Mercy (2008),Adam,150325,150329,character_reference,0.85,Adam,The Anabaptists were not confused about any this. Adam (like Jacob) was a good man but (unlike Jacob) he
A Mercy (2008),Jacob,150336,150341,character_reference,0.85,Jacob,ists were not confused about any this. Adam (like Jacob) was a good man but (unlike Jacob) he had been go
A Mercy (2008),Jacob,150370,150375,character_reference,0.85,Jacob,his. Adam (like Jacob) was a good man but (unlike Jacob) he had been goaded and undermined by his mate. T
A Mercy (2008),grace,150619,150624,thematic_reference,0.8,Grace,"ives and 99 Africans, for instance, had access to grace but not to heaven-a heaven they knew as intimatel"
A Mercy (2008),baptism,151177,151184,thematic_reference,0.8,Baptism,"ty and allow her children, though too young for a baptism of full immersion, entrance to His sphere. But of"
A Mercy (2008),Jacob,152041,152046,character_reference,0.85,Jacob,was also convinced of their clarity. That she and Jacob could once talk and argue about these things made
A Mercy (2008),Jacob,152589,152594,character_reference,0.85,Jacob,"survived everything. As in that second year when Jacob was away, caught in an off- season blizzard, and"
A Mercy (2008),revelation,153391,153401,thematic_reference,0.9,Revelation,"fe, in fact, were way- stations marking a road to revelation. Or perdition? How would she know? And now with d"
A Mercy (2008),salvation,153667,153676,thematic_reference,0.8,Salvation,he return will he and is it already too late? For salvation. I sleep then wake to any sound. Then I am dreami
A Mercy (2008),hope,161078,161082,thematic_reference,0.8,Hope,h in these parts. Black flies alone will kill all hope for it if marauding wildlife does not. Farms live
A Mercy (2008),mark,171832,171836,thematic_reference,0.9,Mark,. She is owned by me and can be knowne by a burne mark in the palm of her left hand. Allow her the court
A Mercy (2008),hope,174001,174005,thematic_reference,0.8,Hope,ng time to discuss more among themselves. She has hope because of the letter. Daughter Jane laughs. Wido
A Mercy (2008),hope,175236,175240,thematic_reference,0.8,Hope,the post road that takes me to the hamlet where I hope you are. I say thank you and lift her hand to kis
A Mercy (2008),grace,198306,198311,thematic_reference,0.8,Grace,"whispering to: ""Thank you my Lord for the saving grace you have shown me.' "" Sorrow tiptoed away, out in"
A Mercy (2008),hope,201913,201917,thematic_reference,0.8,Hope,"to discuss what to do, where to go. With a frail hope that Will and Scully would be stationed as usual"
A Mercy (2008),ruth,213045,213049,thematic_reference,0.9,Ruth,"outing what are you doing? shouting where is your ruth? With such tenderness you lift him, the boy. When"
A Mercy (2008),Jacob,215116,215121,character_reference,0.85,Jacob,ratch and scratch until the hammer is in my hand. Jacob Vaark climbed out of his grave to visit his beaut
A Mercy (2008),Jacob,215651,215656,character_reference,0.85,Jacob,they convinced themselves that no one other than Jacob Vaark would spend haunt- ing time there: it had n
A Mercy (2008),Jacob,223623,223628,character_reference,0.85,Jacob,"ner made a land-for-toil trade with his neighbor, Jacob Vaark. Still, one man could not handle all that s"
A Mercy (2008),Jacob,233487,233492,character_reference,0.85,Jacob,"ce, even as his hopes were beginning to dim. Then Jacob Vaark died and his widow relied on himself and Wi"
A Mercy (2008),ruth,243007,243011,thematic_reference,0.9,Ruth,"lso Florens. In full. Unforgiven. Unforgiving. No ruth, my love. None. Hear me? Slave. Free. I last. I w"
A Mercy (2008),hope,249010,249014,thematic_reference,0.8,Hope,"e cane and shipped north to his tobacco plants. A hope, then. But first the mating, the taking of me and"
A Mercy (2008),Jesus,249549,249554,character_reference,0.85,Jesus,despair or be faint of heart but to love God and Jesus Christ with all my soul; to pray for the delivera
A Mercy (2008),Solomon,252263,252270,character_reference,0.7,Solomon,"est Eye, Jazz, Love, Playing in the Dark, Song of Solomon, Sula and Tar Baby are available in Vintage paper"
