novel_title,allusion_text,start_pos,end_pos,allusion_type,confidence,biblical_source,context
Sula (1973),Jude,155891,155895,thematic_reference,0.9,Jude,ownward while it waited with every confidence for Jude to return. ... Could he be gone if his tie is sti
Sula (1973),Jude,156077,156081,thematic_reference,0.9,Jude,"uld tell him. Sit down quietly and tell him. ""But Jude,"" she would say, ""you knew me. All those days and"
Sula (1973),Jude,156139,156143,thematic_reference,0.9,Jude,"ould say, ""you knew me. All those days and years, Jude, you knew me. My ways and my hands and how my sto"
Sula (1973),Jude,156325,156329,thematic_reference,0.9,Jude,"he landlord said ... but you said... and I cried, Jude. You knew me and had listened to the things I sai"
Sula (1973),Jude,156499,156503,thematic_reference,0.9,Jude,"girdle and I laughed too because I knew you too, Jude. So how could you leave me when you knew me?"" But"
Sula (1973),Jude,157166,157170,thematic_reference,0.9,Jude,". But then they did look up. Or you did. You did, Jude. And if only you had not looked at me the way the"
Sula (1973),Jude,158700,158704,thematic_reference,0.9,Jude,"I didn't want to say it in evoking front of her, Jude. And even when you began to talk, I couldn't hear"
Sula (1973),Jude,158975,158979,thematic_reference,0.9,Jude,"ed to custard. Remember how big that bedroom was? Jude? How when we moved here we said, Well, at least w"
Sula (1973),Jude,159081,159085,thematic_reference,0.9,Jude,"got us a real big bedroom, but it was small then, Jude, and so shambly, and maybe it was that way all al"
Sula (1973),lot,165501,165504,character_reference,0.7,Lot,"hat, somebody she could confide in and who knew a lot of things, like Sula, for Sula would know or if s"
Sula (1973),Jude,165817,165821,thematic_reference,0.9,Jude,nd talked things over. That was too much. To lose Jude and not have Sula to talk to about it because it
Sula (1973),Jude,166565,166569,thematic_reference,0.9,Jude,it was Sula who had taken the life from them and Jude who smashed her heart and the both of them who le
Sula (1973),Jesus,166795,166800,character_reference,0.85,Jesus,"walk up and down these rooms? What good are they, Jesus? They will never give me the peace I need to get"
Sula (1973),Jesus,167241,167246,character_reference,0.85,Jesus,"ul the coal up out of the bin even then nobody, O Jesus, I could be a mule or plow the furrows with my ha"
Sula (1973),Jesus,167527,167532,character_reference,0.85,Jesus,s but you are trying to tell me no and O my sweet Jesus what kind of cross is that? She can nower ke Inti
Sula (1973),Jude,167783,167787,thematic_reference,0.9,Jude,"la was a roach. Later, when they saw how she took Jude, then ditched him for others, and heard how he bo"
Sula (1973),lot,171145,171148,character_reference,0.7,Lot,the daintiness of his bones. Teapot's Mamma got a lot of attention anyway and immersed her- self in a r
Sula (1973),grace,175228,175233,thematic_reference,0.8,Grace,"""Well, everybody know he a reprobate."" away from grace ""Yeh, so how come he tip his hat to Sula? How com"
Sula (1973),grace,176551,176556,thematic_reference,0.8,Grace,"rld, aberrations were as much a part of nature as grace. It was not for them to expel or annihilate it. T"
Sula (1973),Jude,179020,179024,thematic_reference,0.9,Jude,l of caus- ing Nel pain when she bedded down with Jude. They had always shared the affection of other pe
Sula (1973),grace,180037,180042,thematic_reference,0.8,Grace,"rld, aberrations were as much a part of nature as grace. It was not for them to expel or annihilate it. T"
Sula (1973),Jude,182501,182505,thematic_reference,0.9,Jude,l of caus- ing Nel pain when she bedded down with Jude. They had always shared the affection of other pe
Sula (1973),John,194005,194009,thematic_reference,0.9,John,"hat she needed, as well as to order Van Van, High John the Con- queror, Little John to Chew, Devil's Sho"
Sula (1973),John,194034,194038,thematic_reference,0.9,John,"order Van Van, High John the Con- queror, Little John to Chew, Devil's Shoe String, Chinese Wash, Musta"
Sula (1973),Matthew,195575,195582,thematic_reference,0.9,Matthew,suits of the occult as the women of Greater Saint Matthew's were in the search for redeeming grace. So when
Sula (1973),grace,195618,195623,thematic_reference,0.8,Grace,Saint Matthew's were in the search for redeeming grace. So when his curiosity was high enough he picked
Sula (1973),Jude,197897,197901,thematic_reference,0.9,Jude,"ded-up window. She was smiling, thinking how like Jude's was his craving to do the white man's work, whe"
Sula (1973),hope,201132,201136,thematic_reference,0.8,Hope,ll below. She put her head under his chin with no hope in the world of keeping anything at all at bay. I
Sula (1973),Jesus,208536,208541,character_reference,0.85,Jesus,"at have I done to deserve the wrath, and Take me, Jesus, I have seen the promised land, and Do, Lord, rem"
Sula (1973),promised land,208559,208572,thematic_reference,0.8,Promised Land,"ve the wrath, and Take me, Jesus, I have seen the promised land, and Do, Lord, remember me in voices mellowed by"
Sula (1973),Jude,211921,211925,thematic_reference,0.9,Jude,"Moreover, she would be doing it with the taste of Jude's exit in her mouth, with the resentment and sham"
Sula (1973),Jude,212067,212071,thematic_reference,0.9,Jude,stomach. She would be facing the black rose that Jude had kissed and looking at the nostrils of the wom
Sula (1973),Jude,212403,212407,thematic_reference,0.9,Jude,"breath away in its crying need for honey. Because Jude's leaving was so complete, the full re- sponsibil"
Sula (1973),job,212689,212692,thematic_reference,0.9,Job,ived on. And just this past year she got a better job working as a chambermaid in the same hotel Jude h
Sula (1973),Jude,212736,212740,thematic_reference,0.9,Jude,"er job working as a chambermaid in the same hotel Jude had worked in. The tips were only fair, but the h"
Sula (1973),charity,213240,213247,thematic_reference,0.8,Charity,"gone by; it hid from her the true motives for her charity, and, finally, it gave her voice the timbre she w"
Sula (1973),Jude,220366,220370,thematic_reference,0.9,Jude,"ont of me, behind me, in my head. Some space. And Jude filled it up. That's all. He just filled up the s"
Sula (1973),hope,230240,230244,thematic_reference,0.8,Hope,"there were rumors that blacks would work it, and hope was high in spite of the fact that the River Road"
Sula (1973),job,230568,230571,thematic_reference,0.9,Job,"k-no, they would not get that. But it was a major job, and the government seemed to favor opening up em"
Sula (1973),hope,231232,231236,thematic_reference,0.8,Hope,t Sula's throat. So it was with a strong sense of hope that the people in the Bottom watched October clo
Sula (1973),mark,239605,239609,thematic_reference,0.9,Mark,"that was how he knew she was a friend-she had the mark of the fish he loved), and one of her braids had"
Sula (1973),hope,244922,244926,thematic_reference,0.8,Hope,"e sunshine would last, as though there really was hope. The same hope that kept them picking beans for o"
Sula (1973),hope,244937,244941,thematic_reference,0.8,Hope,"d last, as though there really was hope. The same hope that kept them picking beans for other farmers; k"
Sula (1973),hope,246589,246593,thematic_reference,0.8,Hope,heir hooded eyes swept over the place where their hope had lain since 1927. There was the promise: leaf-
Sula (1973),lot,247941,247944,character_reference,0.7,Lot,"af-dead promise, they went too deep, too far... A lot of them died there. The earth, now warm, shifted;"
Sula (1973),Jesus,249879,249884,character_reference,0.85,Jesus,"from the way she remembered them forty years ago. Jesus, there were some beautiful boys in 1921! Look lik"
Sula (1973),Jesus,250028,250033,character_reference,0.85,Jesus,"with them. Thirteen, fourteen, fifteen years old. Jesus, they were fine. L. P., Paul Freeman and his brot"
Sula (1973),Paul,250058,250062,character_reference,0.85,Paul,"fifteen years old. Jesus, they were fine. L. P., Paul Freeman and his brother Jake, Mrs. Scott's twins-"
Sula (1973),lot,251749,251752,character_reference,0.7,Lot,e same nine that had been in the other one. But a lot of white ones. White people didn't fret about put
Sula (1973),lot,251838,251841,character_reference,0.7,Lot,"fret about putting their old ones away. It took a lot for black people to let them go, and even if some"
Sula (1973),Jude,252426,252430,thematic_reference,0.9,Jude,ace in her mind. For over twenty-five years since Jude walked out she had pinned herself into a tiny lif
Sula (1973),Jude,253022,253026,thematic_reference,0.9,Jude,"l that had been about. It didn't take long, after Jude left, for her to see what the future would be. Sh"
Sula (1973),numbers,263788,263795,thematic_reference,0.9,Numbers,stopped what they were do- ing and turned out in numbers to put the fallen sister away. It was Nel who fin
Sula (1973),Jude,266666,266670,thematic_reference,0.9,Jude,"that time, all that time, I thought I was missing Jude."" And the loss pressed down on her chest and came"
